"UNITID","SGRNT_T","IGRNT_T","LOAN_T","FLOAN_T","SCFA1N","SCFA1P","SCFA11P","SCFA12P","SCFA13P","SCFA14P","SCFY1N","SCFY1P","ANYAIDP","FGRNT_P","FGRNT_A","SGRNT_P","SGRNT_A","IGRNT_P","IGRNT_A","LOAN_P","LOAN_A","UAGRNTT","AGRNT_P","AGRNT_A","PGRNT_P","PGRNT_A","OFGRT_P","OFGRT_A","FLOAN_P","FLOAN_A","OLOAN_P","OLOAN_A","UAGRNTP","UAGRNTA","UPGRNTP","UPGRNTA","UFLOANP","UFLOANA","UAGRNTN","UFLOANT","AGRNT_T","FGRNT_T","PGRNT_T","OFGRT_T","OLOAN_T","AIDFSIP","SCFY11P","SCFY12P","SCFY13P","SCFY14P","GIS4A2","GIS4T12","GIS4A12","GIS4T22","GIS4A22","GIS4T32","GIS4A32","GIS4T42","GIS4A42","GIS4T52","GIS4A52","GRN4A2","GRN4T12","GRN4A12","GRN4T22","GRN4A22","GRN4T32","GRN4A32","GRN4T42","GRN4A42","GRN4T52","GRN4A52"
215044,0.00,0.00,305815.00,227920.00,,,,,,,46,13,76,41,2426,0,,0,,76,8738,480520.00,41,2426,41,2215,17,500,76,6512,59,2885,73,1914,73,1865,88,3749,251,1132236.00,46085.00,46085.00,42085.00,4000.00,77895.00,76,,,,,,,,,,,,,,,,1207,27284.00,2099,11505.00,1046,1910.00,318,1555.00,311,0.00,
215053,127016.00,211589.00,526620.00,342000.00,71,32,,,,,,,96,51,4509,46,3849,93,3206,83,8926,1134273.00,94,7477,51,4351,42,190,83,5797,18,14202,82,6232,41,4287,84,6692,182,1251410.00,500945.00,162340.00,156640.00,5700.00,184620.00,96,,,,,,,,,,,,,,,,7780,138789.00,10676,188085.00,11755,67938.00,6794,55941.00,4662,31600.00,2873
215062,369018.00,48381987.00,2429389.00,1585589.00,2377,21,,,,,,,60,14,7427,5,3101,49,41565,14,7145,231107923.00,49,43856,14,4657,10,3996,13,5082,3,13184,54,36971,13,4461,19,7134,6251,15373273.00,51179601.00,2428596.00,1513496.00,915100.00,843800.00,51,,,,,,,,,,,,,,,,43519,5629343.00,61861,7569096.00,61537,7027705.00,54478,6542636.00,46402,11919182.00,29430
215099,422013.00,11016719.00,3153990.00,2084582.00,507,18,,,,,,,98,32,5147,23,3670,98,22122,72,8665,46632217.00,98,24654,32,4679,32,477,71,5823,13,15727,87,19569,33,4343,70,7949,2383,15262489.00,12277637.00,838905.00,762605.00,76300.00,1069408.00,98,,,,,,,,,,,,,,,,26565,2233030.00,33329,2016216.00,32003,1550807.00,28196,1610659.00,24779,3002927.00,21147
215105,221415.00,8016529.00,3755700.00,2192906.00,404,24,,,,,,,100,29,5491,16,3460,100,19843,91,10206,33177457.00,100,21995,29,4710,16,1440,91,5959,18,21119,97,20071,30,4622,81,7251,1653,10027606.00,8885846.00,647902.00,555740.00,92162.00,1562794.00,100,,,,,,,,,,,,,,,,22579,1441498.00,25289,1025461.00,26294,1254837.00,24605,1531404.00,23203,3078484.00,19734
215114,203088.00,2061425.00,1084329.00,919250.00,159,20,,,,,,,100,43,4797,33,3832,100,12965,92,7427,10777148.00,100,16324,43,4529,23,500,92,6296,9,11005,94,14643,43,4037,85,7124,736,4723101.00,2595488.00,330975.00,312475.00,18500.00,165079.00,100,,,,,,,,,,,,,,,,16761,618750.00,20625,401510.00,21132,562865.00,19409,421925.00,14549,442108.00,11336
215132,302944.00,5788193.00,2500915.00,1190700.00,323,21,,,,,,,100,27,5299,26,3606,100,17920,69,11265,31367852.00,100,20285,27,4620,10,1788,65,5643,21,18989,99,20569,28,4503,68,7520,1525,7918534.00,6552114.00,460977.00,401977.00,59000.00,1310215.00,100,,,,,,,,,,,,,,,,21795,1087337.00,26520,800269.00,25815,850866.00,22996,1002523.00,21794,1271924.00,16959
215239,648131.00,186981.00,2594378.00,2594378.00,1611,8,89,3,7,0,,,84,71,5205,30,1347,13,917,43,3765,60973358.00,73,5725,71,5126,10,569,43,3765,0,,66,4867,63,4555,44,4161,12527,34545499.00,6778666.00,5943554.00,5854254.00,89300.00,0.00,81,,,,,4568,4731784.00,5587,971495.00,4436,225200.00,1759,15075.00,204,0.00,0,,,,,,,,,,,
215266,450400.00,1869018.00,2195694.00,1610994.00,355,24,0,72,28,0,,,96,41,4604,38,3312,83,6314,81,7624,11927581.00,89,9483,41,4362,13,764,81,5633,16,10441,87,9384,43,4230,80,6973,1271,8074470.00,2987037.00,667619.00,632469.00,35150.00,584700.00,95,,,,,8175,657375.00,11142,421476.00,10807,355902.00,7909,278627.00,5805,142429.00,3956,,,,,,,,,,,
215275,618150.00,1354946.00,2258140.00,1688531.00,408,26,0,93,7,0,,,93,36,4853,46,3323,80,4169,73,7629,8806425.00,82,8034,36,4286,22,970,72,5763,14,9993,70,8042,36,4103,69,6695,1095,7176564.00,2691405.00,718309.00,630009.00,88300.00,569609.00,92,,,,,7408,812416.00,11606,372892.00,10078,462832.00,7232,330324.00,4858,258691.00,4106,,,,,,,,,,,
215284,994870.00,2568019.00,4696622.00,2898510.00,724,26,0,95,5,0,,,94,33,4397,41,3316,77,4578,75,8633,16131425.00,82,7807,33,4080,14,741,74,5398,22,11453,72,7950,30,4013,71,6555,2029,13116666.00,4613665.00,1050776.00,975226.00,75550.00,1798112.00,94,,,,,6694,1099740.00,10889,721422.00,10455,828872.00,7208,562287.00,4463,522999.00,3558,,,,,,,,,,,
215293,2118163.00,18998243.00,22628466.00,13078854.00,4010,21,0,65,35,0,,,77,13,4528,14,3703,41,11445,56,10026,109342619.00,51,11450,13,4176,9,527,56,5865,14,16872,53,10891,16,4040,53,7157,10040,71154473.00,23425724.00,2309318.00,2129668.00,179650.00,9549612.00,73,,,,,3930,1771799.00,10610,1153430.00,9693,1447540.00,6462,955449.00,2777,1156869.00,1453,,,,,,,,,,,
215309,344508.00,246173.00,942517.00,875956.00,141,41,0,91,9,0,,,98,70,4695,67,3665,64,2735,92,7250,2499577.00,96,7819,70,4488,28,513,91,6790,6,8320,87,8277,64,4353,87,7173,302,2166263.00,1055514.00,464833.00,444321.00,20512.00,66561.00,98,,,,,8016,530617.00,11055,232458.00,8302,164307.00,6320,33869.00,3079,24663.00,2466,,,,,,,,,,,
215336,0.00,0.00,129419.00,129419.00,,,,,,,23,35,96,96,3864,0,,0,,96,5883,225000.00,96,3864,96,3864,0,,96,5883,0,,88,3947,83,3220,69,5367,57,241509.00,85000.00,85000.00,85000.00,0.00,0.00,96,,,,,,,,,,,,,,,,3864,58000.00,5800,22000.00,2750,5000.00,1250,0.00,,0.00,
215381,76535.00,19900.00,970742.00,828945.00,116,31,,,,,,,86,63,4808,55,1196,19,905,80,10438,1149153.00,63,6129,53,4426,10,6750,80,8913,9,12891,58,5370,48,4446,74,9882,214,2707768.00,447429.00,350994.00,269994.00,81000.00,141797.00,86,,,,,,,,,,,,,,,,3510,204191.00,4749,67354.00,3742,52054.00,3470,24663.00,1762,2732.00,273
215390,13869.00,9033.00,458781.00,330041.00,,,,,,,71,22,58,21,4812,10,1981,8,1506,45,14337,243729.00,27,5004,21,4646,11,311,45,10314,15,11704,17,4352,15,3627,33,10240,56,1095634.00,95079.00,72177.00,69689.00,2488.00,128740.00,58,,,,,,,,,,,,,,,,,,,,,,,,,,
215415,1333006.00,1414492.00,4203765.00,3751504.00,701,36,,,,,,,98,68,4253,53,3612,75,2674,94,6398,13311543.00,94,7270,68,4141,11,675,89,6041,5,12563,89,7739,65,4746,88,8562,1720,14555444.00,4776280.00,2028782.00,1975439.00,53343.00,452261.00,97,,,,,,,,,,,,,,,,7270,2071698.00,7295,816385.00,6479,669893.00,6906,769800.00,8277,448504.00,7868
215442,770544.00,8720495.00,3804626.00,2572633.00,588,19,,,,,,,98,37,4607,36,3652,97,15272,78,8343,43468830.00,98,18237,37,4311,12,939,77,5667,14,14843,91,15502,39,3950,76,7770,2804,18042588.00,10486125.00,995086.00,931211.00,63875.00,1231993.00,98,,,,,,,,,,,,,,,,18823,2239378.00,22394,1528370.00,22811,1411379.00,19073,1727671.00,17629,2165877.00,15146
215479,,,,,0,0,,,,,,,,,,,,,,,,263878.00,,,,,,,,,,,55,6766,46,3901,94,7914,39,530238.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215530,11000.00,14300.00,55244.00,55244.00,,,,,,,21,30,67,48,4408,10,5500,29,2383,67,3946,200902.00,48,6938,48,4123,43,316,67,3946,0,,68,4185,63,3737,75,5336,48,282831.00,69378.00,44078.00,41232.00,2846.00,0.00,67,,,,,,,,,,,,,,,,2945,20190.00,3365,21042.00,3006,0.00,,0.00,0,0.00,
215585,194849.00,123555.00,543574.00,543574.00,310,8,98,2,0,0,,,87,69,5087,43,1465,18,2168,35,5033,18358231.00,87,5211,69,5042,11,446,35,5033,0,,61,7405,56,3219,38,5788,2479,9057602.00,1412203.00,1093799.00,1079069.00,14730.00,0.00,87,,,,,4664,835645.00,5885,223504.00,5198,110859.00,2996,26629.00,1110,6657.00,555,,,,,,,,,,,
215594,28521.00,0.00,125642.00,100457.00,28,8,,,,,,,82,32,3965,39,2593,0,,68,6613,970799.00,50,4586,32,3965,0,,68,5287,11,8395,57,4736,41,3617,68,6760,205,1669630.00,64210.00,35689.00,35689.00,0.00,25185.00,82,,,,,,,,,,,,,,,,2833,25263.00,8421,19791.00,4948,8294.00,2765,5262.00,752,892.00,223
215637,205220.00,66600.00,2229985.00,1786400.00,317,80,,,,,,,84,68,2842,39,1655,11,1850,82,8610,1050220.00,68,4095,68,2842,0,,82,6897,25,5615,70,3778,70,2800,85,7365,278,2489500.00,888570.00,616750.00,616750.00,0.00,443585.00,84,,,,,,,,,,,,,,,,3431,304685.00,4291,272680.00,3952,198037.00,3883,103648.00,2528,9520.00,353
215646,298752.00,50078.00,3123990.00,3089802.00,,,,,,,456,74,91,81,4767,19,3474,59,185,86,8010,2502769.00,83,5574,80,4625,62,267,86,7923,1,5698,73,5574,69,4609,75,7844,449,3600330.00,2112551.00,1763721.00,1688270.00,75451.00,34188.00,91,,,,,,,,,,,,,,,,5937,728732.00,6073,74668.00,5333,57454.00,5745,0.00,,0.00,0
215655,1365398.00,11774518.00,6153763.00,3758274.00,865,19,,,,,,,98,33,5360,42,3772,97,14051,78,9157,56395006.00,97,17482,32,4148,10,4500,77,5660,19,14696,78,16150,28,3849,60,6998,3492,18908304.00,14667425.00,1527509.00,1144973.00,382536.00,2395489.00,97,,,,,,,,,,,,,,,,16824,2344955.00,21318,1970419.00,21894,2470730.00,20252,2723003.00,15649,2452801.00,11408
215682,309900.00,21598.00,854037.00,854037.00,113,27,,,,,,,96,91,3527,60,4557,4,5400,85,8896,2720664.00,95,6493,65,4336,90,458,85,8896,0,,89,7275,63,4608,52,8370,374,1833083.00,694739.00,363241.00,316511.00,46730.00,0.00,96,,,,,,,,,,,,,,,,6412,371717.00,7909,140609.00,7812,124074.00,6530,51819.00,3701,4300.00,430
215691,331717.00,3225080.00,1101012.00,1034588.00,135,26,,,,,,,100,94,4537,70,3529,100,23889,95,8602,9918256.00,100,30614,76,5060,50,883,95,8083,5,9489,100,18749,54,4448,94,8728,529,4337867.00,4132941.00,576144.00,516127.00,60017.00,66424.00,100,,,,,,,,,,,,,,,,20630,1333533.00,26671,438409.00,20877,375178.00,17054,320275.00,16014,235104.00,13061
215743,532784.00,7030973.00,2619618.00,1177835.00,412,20,,,,,,,94,31,4423,35,3649,91,18850,69,9257,30934482.00,94,20996,31,3960,9,1588,68,4192,23,15338,77,19666,22,4035,56,7803,1573,8872017.00,8125490.00,561733.00,502983.00,58750.00,1441783.00,94,,,,,,,,,,,,,,,,21115,1114529.00,26536,879130.00,24420,1275272.00,23187,1380141.00,19716,2128704.00,18040
215770,441161.00,24371020.00,7101811.00,3748245.00,1177,22,,,,,,,97,12,5667,11,3292,97,21341,60,10017,96284778.00,97,22407,12,4639,11,1155,59,5362,13,21360,89,19743,13,4065,49,6668,4877,17950573.00,25633869.00,821688.00,672688.00,149000.00,3353566.00,97,,,,,,,,,,,,,,,,24269,2376004.00,30462,1313155.00,30538,2294021.00,27976,3628302.00,27077,8711926.00,20842
215798,577398.00,8793516.00,2786137.00,1948691.00,444,27,,,,,,,100,27,5097,39,3377,100,19805,77,8123,33195889.00,100,22460,27,4538,15,971,77,5698,15,12884,89,22506,27,4165,70,6791,1475,7816301.00,9972415.00,601501.00,535501.00,66000.00,837446.00,100,,,,,,,,,,,,,,,,24041,1392421.00,30943,1281481.00,29125,1404114.00,25529,2011993.00,22864,2444606.00,19875
215886,13500.00,16615.00,366220.00,359020.00,,,,,,,60,79,92,62,3901,8,2700,13,2077,73,8323,277498.00,75,3877,62,3901,0,,73,8160,2,7200,80,4549,59,3208,66,7553,61,377666.00,174454.00,144339.00,144339.00,0.00,7200.00,75,0,0,0,0,4282,110800.00,4817,30500.00,3050,0.00,,0.00,,0.00,,,,,,,,,,,,
215929,525307.00,18063461.00,5467043.00,3429745.00,908,23,,,,,,,96,21,4965,16,3726,93,21301,70,8637,76145705.00,94,23035,21,4542,9,982,69,5461,12,18691,88,22052,18,4261,65,6859,3453,17498438.00,19557007.00,968239.00,885739.00,82500.00,2037298.00,95,,,,,,,,,,,,,,,,24079,2768776.00,33359,2048538.00,33041,2509667.00,29182,2754097.00,25037,5762751.00,18179
215947,482161.00,7472229.00,2905318.00,1829497.00,392,20,,,,,,,100,29,5112,35,3519,100,19062,80,9253,29879560.00,100,21791,29,4231,28,913,80,5864,18,15152,77,19749,25,4115,61,6932,1513,8360309.00,8542243.00,587853.00,486521.00,101332.00,1075821.00,100,,,,,,,,,,,,,,,,21138,1240295.00,25312,968372.00,26172,1031771.00,21953,1595360.00,19942,1991933.00,18108
215974,7662.00,0.00,47833.00,47833.00,6,9,,,,,,,100,67,3732,33,3831,0,,100,7972,97625.00,67,5647,67,3732,0,,100,7972,0,,27,5138,21,3412,53,8773,19,324586.00,22588.00,14926.00,14926.00,0.00,0.00,100,,,,,,,,,,,,,,,,3765,5775.00,5775,0.00,,16813.00,5604,0.00,0,0.00,0
215983,19802.00,3500.00,24104.00,24104.00,25,60,,,,,,,64,60,1741,40,1980,12,1167,60,1607,57895.00,64,3089,60,1741,0,,60,1607,0,,60,2316,36,1741,43,3580,25,64443.00,49424.00,26122.00,26122.00,0.00,0.00,64,,,,,,,,,,,,,,,,3089,41238.00,2946,8186.00,4093,0.00,,0.00,,0.00,
215992,107820.00,0.00,220959.00,219334.00,43,29,,,,,,,88,79,4673,60,4147,0,,81,6313,885365.00,84,7409,79,4560,16,548,79,6451,2,1625,84,7140,74,4521,79,6610,124,773364.00,266713.00,158893.00,155054.00,3839.00,1625.00,88,,,,,,,,,,,,,,,,6894,189907.00,6782,42589.00,8518,5817.00,5817,9855.00,4928,0.00,
216010,1677825.00,464982.00,10352012.00,6315709.00,1385,23,0,93,7,0,,,88,33,4310,41,2959,11,3100,79,9411,19744948.00,49,5983,33,4160,11,462,77,5892,22,13020,56,5850,31,4087,70,6557,3375,27701672.00,4086602.00,1943795.00,1876345.00,67450.00,4036303.00,84,,,,,3677,1740318.00,8834,945258.00,7685,771430.00,4215,235327.00,1075,128258.00,405,,,,,,,,,,,
216038,1605389.00,1052942.00,10268332.00,6628794.00,1523,20,0,85,15,0,,,91,31,4173,37,2851,38,1834,79,8550,26513380.00,58,5232,31,4061,11,317,77,5670,20,11778,59,5933,31,4049,70,6656,4469,35395345.00,4640350.00,1982019.00,1929119.00,52900.00,3639538.00,89,,,,,3856,1610418.00,9309,1017394.00,8139,1024299.00,5021,332728.00,1184,171714.00,582,,,,,,,,,,,
216047,11910.00,500.00,24750.00,24750.00,23,33,,,,,,,35,22,3330,13,3970,4,500,35,3094,85556.00,22,5812,17,3913,4,1000,35,3094,0,,22,5704,17,3853,30,2305,15,48412.00,29060.00,16650.00,15650.00,1000.00,0.00,35,,,,,,,,,,,,,,,,3570,5775.00,5775,6295.00,6295,16490.00,5497,0.00,,0.00,0
216074,0.00,0.00,180000.00,180000.00,,,,,,,48,34,79,46,1341,0,,0,,79,4737,29500.00,46,1341,46,1341,0,,79,4737,0,,15,1341,15,1341,27,4737,22,180000.00,29500.00,29500.00,29500.00,0.00,0.00,79,,,,,,,,,,,,,,,,776,20000.00,1333,9500.00,413,0.00,,0.00,,0.00,
216083,483732.00,16687.00,768542.00,768542.00,134,27,,,,,,,93,71,4988,75,4789,3,4172,85,6742,3495256.00,84,8699,70,4985,1,5302,85,6742,0,,81,8782,64,4871,88,7491,398,3228634.00,974271.00,473852.00,468550.00,5302.00,0.00,93,,,,,,,,,,,,,,,,7765,648726.00,10136,173696.00,9142,112500.00,4891,20196.00,1554,0.00,0
216162,,,,,0,0,,,,,,,,,,,,,,,,586949.00,,,,,,,,,,,65,4932,44,3638,91,5187,119,855853.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216223,0.00,2000.00,515850.00,515850.00,,,,,,,56,71,96,84,4399,0,,4,1000,89,10317,255310.00,88,4261,82,4476,5,300,89,10317,0,,70,4642,66,4023,82,9547,55,620555.00,208774.00,206774.00,205874.00,900.00,0.00,96,,,,,,,,,,,,,,,,3842,186632.00,4552,13160.00,1316,0.00,0,0.00,,0.00,
216278,648180.00,17539162.00,3858730.00,2674227.00,666,30,,,,,,,100,26,4667,26,3791,100,26454,75,7748,58092198.00,100,28650,26,4324,4,2377,74,5392,13,14101,98,26969,25,4372,72,6802,2154,10815653.00,18994761.00,807419.00,748003.00,59416.00,1184503.00,100,,,,,,,,,,,,,,,,30169,3040522.00,38007,1788165.00,38046,2672763.00,34266,3409559.00,30173,4807101.00,23680
216287,53918.00,10205687.00,296336.00,232818.00,407,27,,,,,,,63,17,5649,5,2838,58,42881,12,5927,34978100.00,58,44722,17,4836,5,2911,12,4751,1,21173,56,41840,16,4412,18,5901,836,1628716.00,10643741.00,384136.00,328825.00,55311.00,63518.00,60,,,,,,,,,,,,,,,,46206,1689760.00,56325,1687750.00,58198,1189679.00,51725,752520.00,47033,1149064.00,27359
216296,525972.00,1216597.00,1084236.00,983772.00,448,44,0,100,0,0,,,84,52,4097,48,2458,52,5221,52,4633,6249806.00,62,9773,52,4047,1,3891,52,4204,4,5910,64,9513,51,4225,51,4521,657,2360078.00,2697249.00,954680.00,943008.00,11672.00,100464.00,82,,,,,7443,1482135.00,10898,639315.00,11216,499648.00,7687,65889.00,1156,0.00,0,,,,,,,,,,,
216311,0.00,155901.00,0.00,0.00,36,31,,,,,,,61,22,5589,0,,61,7086,0,,777500.00,61,9119,22,4069,22,1520,0,,0,,73,9256,28,4531,0,,84,0.00,200610.00,44709.00,32550.00,12159.00,0.00,61,,,,,,,,,,,,,,,,9856,6980.00,6980,10680.00,10680,31451.00,10484,29740.00,9913,0.00,
216339,4942957.00,33170472.00,28911616.00,17145714.00,4892,17,0,71,29,0,,,91,28,4891,27,3745,83,8152,66,8957,178280087.00,86,10619,28,4520,12,910,65,5429,16,15320,74,8463,32,4217,62,7051,21065,124366900.00,44917178.00,6803749.00,6264054.00,539695.00,11765902.00,91,,,,,8831,7548651.00,13528,4015137.00,12787,4236650.00,9717,3715122.00,7371,3638667.00,4492,,,,,,,,,,,
216357,324108.00,3249628.00,1408345.00,1067328.00,207,22,,,,,,,96,44,4503,49,3209,96,16412,83,8236,17039321.00,96,20119,44,3877,26,1056,83,6242,15,10657,94,19608,41,3990,82,7010,869,5348516.00,3983530.00,409794.00,352794.00,57000.00,341017.00,96,,,,,,,,,,,,,,,,20324,1060522.00,22094,647376.00,21579,994120.00,20711,774954.00,19374,506558.00,16885
216366,,,,,0,0,,,,,,,,,,,,,,,,3252007.00,,,,,,,,,,,52,7085,20,4241,60,9884,459,5198999.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216418,106524.00,0.00,700665.00,665492.00,78,14,,,,,,,99,78,5553,36,3804,0,,95,9468,2821832.00,87,6548,78,5450,65,123,95,8993,4,11724,88,5867,80,4454,72,7614,481,3022673.00,445244.00,338720.00,332440.00,6280.00,35173.00,97,,,,,,,,,,,,,,,,5858,372702.00,6776,46259.00,6608,22314.00,3719,3969.00,992,0.00,0
216427,51900.00,11249.00,125248.00,123924.00,20,67,,,,,,,95,80,5053,70,3707,40,1406,90,6958,224719.00,85,8470,75,5009,50,570,90,6885,5,1324,87,8643,67,4983,93,7265,26,203416.00,143990.00,80841.00,75141.00,5700.00,1324.00,95,,,,,,,,,,,,,,,,7191,111134.00,9261,12800.00,4267,0.00,,12693.00,4231,0.00,0
216436,112174.00,18243.00,320944.00,296057.00,56,33,,,,,,,96,79,4481,59,3399,4,9122,71,8024,1290402.00,86,6825,79,4359,18,540,71,7401,7,6222,99,7681,74,4518,71,7954,168,962458.00,327598.00,197181.00,191781.00,5400.00,24887.00,88,,,,,,,,,,,,,,,,6396,238692.00,6820,48402.00,6915,22261.00,5565,0.00,0,4054.00,2027
216445,207647.00,26153.00,273350.00,225793.00,55,34,,,,,,,100,71,4101,76,4944,7,6538,67,7388,1593804.00,87,8203,71,4009,11,600,67,6103,9,9511,91,10697,63,4355,63,7228,149,737257.00,393752.00,159952.00,156352.00,3600.00,47557.00,100,,,,,,,,,,,,,,,,7011,162326.00,8543,104722.00,11636,73903.00,6718,26561.00,3320,4054.00,676
216454,262028.00,9093.00,431589.00,341199.00,69,52,,,,,,,96,55,5186,68,5575,4,3031,80,7847,984792.00,77,8834,55,5028,14,600,80,6204,13,10043,85,8715,56,4882,77,6733,113,686737.00,468179.00,197058.00,191058.00,6000.00,90390.00,96,,,,,,,,,,,,,,,,6425,279714.00,9645,50781.00,8464,36125.00,5161,25279.00,1945,0.00,0
216524,311104.00,12538743.00,2366349.00,1547352.00,429,26,,,,,,,100,22,5105,21,3535,100,29296,68,8160,46946508.00,100,31156,22,4265,18,1023,68,5336,12,16059,99,28890,21,4122,68,6772,1625,7618591.00,13334835.00,484988.00,405169.00,79819.00,818997.00,100,,,,,,,,,,,,,,,,34107,2010104.00,41877,1207188.00,38942,1681529.00,37367,2041120.00,34595,3735556.00,28735
216542,125879.00,844937.00,958147.00,797397.00,119,14,,,,,,,100,53,4598,34,3147,97,7284,87,9302,7322036.00,98,10773,53,4419,20,469,87,7742,12,11482,84,10212,47,3984,73,6757,717,4209531.00,1260494.00,289678.00,278428.00,11250.00,160750.00,100,,,,,,,,,,,,,,,,10863,337334.00,12974,202421.00,11907,307025.00,11809,196344.00,8925,108346.00,7223
216551,171313.00,1156853.00,958280.00,889084.00,161,45,,,,,,,100,91,3998,30,3496,92,7817,91,6519,2252804.00,99,11949,80,3991,19,2296,86,6443,7,6291,99,6346,54,2772,73,5473,355,1428558.00,1911897.00,583731.00,514850.00,68881.00,69196.00,100,,,,,,,,,,,,,,,,11949,941114.00,12066,512981.00,13153,335710.00,11990,107025.00,10703,15067.00,3013
216579,0.00,2801.00,212683.00,212683.00,,,,,,,89,57,61,54,2930,0,,7,467,53,4525,172215.00,54,2988,53,2881,19,309,53,4525,0,,38,2919,37,2811,33,5326,59,271644.00,143441.00,140640.00,135390.00,5250.00,0.00,61,,,,,,,,,,,,,,,,2648,129761.00,2648,0.00,,0.00,,0.00,,0.00,
216597,259100.00,25067242.00,6837327.00,4365635.00,1699,24,,,,,,,65,15,9838,5,3322,53,27699,47,8611,107791602.00,56,29321,13,4388,14,6433,46,5590,6,23318,52,29532,12,4315,43,7079,3650,21130931.00,27825169.00,2498827.00,974127.00,1524700.00,2471692.00,64,,,,,,,,,,,,,,,,24354,4849441.00,43299,2733141.00,36934,3473450.00,32768,3101893.00,30712,6567588.00,14340
216630,,,,,0,0,,,,,,,,,,,,,,,,58489.00,,,,,,,,,,,30,3656,28,3095,68,6951,16,250250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216649,0.00,0.00,0.00,0.00,3,16,,,,,,,0,0,,0,,0,,0,,3125.00,0,,0,,0,,0,,0,,5,3125,5,3125,16,8058,1,24175.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,
216667,605291.00,9921629.00,2973925.00,1686435.00,389,29,,,,,,,100,33,4603,41,3831,100,25505,79,9687,34318196.00,100,28588,33,4201,7,1790,78,5529,20,16506,97,26078,27,4091,75,6721,1316,6821552.00,11120725.00,593805.00,541905.00,51900.00,1287490.00,100,,,,,,,,,,,,,,,,29529,1893240.00,37865,1215851.00,37995,2476236.00,35887,1790722.00,27550,3018249.00,22193
216694,495987.00,4029794.00,2249938.00,1641824.00,356,25,,,,,,,99,33,4454,39,3543,99,11481,85,7475,20732599.00,99,14366,33,4259,33,195,79,5843,17,9969,99,14611,35,3977,84,9695,1419,11584951.00,5042421.00,516640.00,494040.00,22600.00,608114.00,99,,,,,,,,,,,,,,,,14352,814777.00,19873,631661.00,17072,1069591.00,15729,782663.00,11859,920785.00,11229
216746,5000.00,0.00,379203.00,379203.00,,,,,,,97,68,64,52,5066,11,455,0,,49,7900,321404.00,58,4612,51,4539,52,617,49,7900,0,,49,4658,42,4646,48,8287,69,563506.00,258279.00,253279.00,222423.00,30856.00,0.00,64,,,,,,,,,,,,,,,,4071,200434.00,5011,40119.00,3343,7050.00,3525,750.00,150,0.00,0
216764,1907984.00,1095088.00,14584453.00,9278158.00,2381,17,0,84,16,0,,,80,23,4492,26,3063,12,3842,72,8450,33636925.00,38,6064,23,4411,2,1247,71,5464,16,13818,42,5623,25,4096,63,6571,5982,58740877.00,5500456.00,2497384.00,2452478.00,44906.00,5306295.00,78,,,,,3252,2119372.00,9504,1240594.00,8326,928621.00,4508,338753.00,1100,221677.00,366,,,,,,,,,,,
216773,29438.00,0.00,159484.00,97750.00,19,16,,,,,,,95,11,2925,37,4205,0,,84,9968,391217.00,42,4411,11,2925,0,,84,6109,26,12347,62,5434,39,3866,87,7403,72,755092.00,35288.00,5850.00,5850.00,0.00,61734.00,95,,,,,,,,,,,,,,,,1635,0.00,,0.00,,20160.00,4032,9278.00,2320,0.00,0
216782,9815.00,0.00,145999.00,145999.00,20,12,,,,,,,90,70,3955,25,1963,0,,90,8111,740613.00,75,4346,70,3912,10,300,90,8111,0,,88,4905,80,3609,89,7337,151,1122617.00,65188.00,55373.00,54773.00,600.00,0.00,90,,,,,,,,,,,,,,,,3622,65188.00,3835,0.00,,0.00,0,0.00,,0.00,
216807,399933.00,6545377.00,2168721.00,1389607.00,299,27,,,,,,,100,33,5452,40,3305,100,21891,79,9189,26636109.00,100,25016,33,4753,18,1245,77,6042,20,12772,99,24105,31,4432,76,7062,1105,5939480.00,7479650.00,534340.00,465840.00,68500.00,779114.00,100,,,,,,,,,,,,,,,,25156,1209308.00,29495,1084012.00,29298,993553.00,26853,1120946.00,23850,1554089.00,20721
216825,484738.00,156698.00,2380113.00,2301997.00,887,16,73,27,0,0,,,85,49,4744,37,1482,7,2656,80,3348,12523340.00,56,5433,49,4683,8,360,80,3251,2,4882,42,5361,38,4740,57,3622,2336,11446217.00,2700165.00,2058729.00,2032479.00,26250.00,78116.00,85,,,,,2747,1034168.00,4309,254801.00,3803,95855.00,1295,51525.00,537,11200.00,224,,,,,,,,,,,
216852,783624.00,20190155.00,7327887.00,3967613.00,846,24,,,,,,,98,28,4501,26,3530,95,25081,82,10574,67486171.00,96,27016,28,4019,27,515,81,5775,24,16553,83,23255,25,4100,68,7357,2902,17591399.00,22044910.00,1071131.00,952606.00,118525.00,3360274.00,98,,,,,,,,,,,,,,,,27550,3290196.00,28861,2356314.00,29454,2993066.00,29344,4091643.00,27834,7187610.00,25670
