"UNITID","SGRNT_T","IGRNT_T","LOAN_T","FLOAN_T","SCFA1N","SCFA1P","SCFA11P","SCFA12P","SCFA13P","SCFA14P","SCFY1N","SCFY1P","ANYAIDP","FGRNT_P","FGRNT_A","SGRNT_P","SGRNT_A","IGRNT_P","IGRNT_A","LOAN_P","LOAN_A","UAGRNTT","AGRNT_P","AGRNT_A","PGRNT_P","PGRNT_A","OFGRT_P","OFGRT_A","FLOAN_P","FLOAN_A","OLOAN_P","OLOAN_A","UAGRNTP","UAGRNTA","UPGRNTP","UPGRNTA","UFLOANP","UFLOANA","UAGRNTN","UFLOANT","AGRNT_T","FGRNT_T","PGRNT_T","OFGRT_T","OLOAN_T","AIDFSIP","SCFY11P","SCFY12P","SCFY13P","SCFY14P","GIS4A2","GIS4T12","GIS4A12","GIS4T22","GIS4A22","GIS4T32","GIS4A32","GIS4T42","GIS4A42","GIS4T52","GIS4A52","GRN4A2","GRN4T12","GRN4A12","GRN4T22","GRN4A22","GRN4T32","GRN4A32","GRN4T42","GRN4A42","GRN4T52","GRN4A52"
101471,955152.00,0.00,0.00,0.00,198,47,0,100,0,0,,,100,0,,100,4824,0,,0,,2035728.00,100,4824,0,,0,,0,,0,,100,4847,0,,0,,420,0.00,955152.00,0.00,0.00,0.00,0.00,100,,,,,,,,,,,,,,,,,,,,,,,,,,
101480,430885.00,5125020.00,3903974.00,3643734.00,1021,14,0,96,4,0,,,93,44,4687,25,1696,61,8240,53,7163,33282374.00,84,8907,44,4576,10,483,53,6785,4,6848,66,6806,39,4196,64,6154,4890,29235863.00,7660399.00,2104494.00,2054744.00,49750.00,260240.00,92,,,,,3086,1487831.00,5531,461021.00,4044,136217.00,1081,19425.00,202,0.00,0,,,,,,,,,,,
101499,13725.00,705816.00,142.00,0.00,313,29,0,89,11,0,,,96,42,5349,1,3431,62,3620,0,142,5787255.00,93,4882,42,5195,7,883,0,,0,142,87,6060,52,5182,0,,955,0.00,1425641.00,706100.00,685800.00,20300.00,142.00,93,,,,,6404,514961.00,6602,165025.00,6601,43693.00,4369,0.00,,0.00,,,,,,,,,,,,
101505,105157.00,620002.00,870288.00,870288.00,1063,12,0,98,2,0,,,74,48,4070,7,1441,15,3974,21,3851,14875406.00,60,4402,48,3960,5,1462,21,3851,0,,45,3709,30,3824,18,3990,4011,6280149.00,2821387.00,2096228.00,2011451.00,84777.00,0.00,71,,,,,3729,1568135.00,4994,494688.00,4022,202314.00,2107,42114.00,780,4964.00,150,,,,,,,,,,,
101514,129780.00,598562.00,1503635.00,1501735.00,1189,12,0,99,1,0,,,81,52,5008,3,4056,21,2453,28,4502,22468524.00,67,4815,51,4907,7,1788,28,4496,0,1900,51,4389,36,4804,26,5068,5119,13166060.00,3818501.00,3090159.00,2948924.00,141235.00,1900.00,75,,,,,4559,2273505.00,6015,653564.00,4668,288717.00,2803,56714.00,834,10187.00,329,,,,,,,,,,,
101541,37152.00,663223.00,367789.00,313055.00,63,17,,,,,,,100,62,3589,84,701,97,10873,89,6568,3639197.00,100,13339,57,3547,5,4093,89,5590,11,7819,99,9809,64,2903,56,6563,371,1384694.00,840357.00,139982.00,127702.00,12280.00,54734.00,100,,,,,,,,,,,,,,,,12648,233396.00,13729,91105.00,13015,292033.00,13274,78417.00,9802,51272.00,10254
101569,106257.00,738191.00,0.00,0.00,620,20,0,98,2,0,,,95,84,4488,7,2471,32,3673,0,,11906518.00,95,5428,84,4410,6,1272,0,,0,,87,4322,69,3764,0,,2755,0.00,3191648.00,2347200.00,2297611.00,49589.00,0.00,95,,,,,5428,2199456.00,5499,484465.00,5443,90860.00,4130,4311.00,4311,0.00,,,,,,,,,,,,
101587,10200.00,786862.00,2692345.00,1537713.00,420,22,0,91,9,0,,,93,63,4132,5,537,57,3265,92,6939,6870696.00,84,5322,55,4637,8,613,70,5248,28,9785,71,5071,51,4428,68,9018,1355,11823004.00,1883890.00,1086828.00,1066610.00,20218.00,1154632.00,92,,,,,5306,1019467.00,7179,278554.00,5927,244870.00,4373,132453.00,2453,134000.00,3190,,,,,,,,,,,
101602,90965.00,621006.00,18864.00,0.00,445,26,0,97,3,0,,,95,71,4499,7,2757,36,3906,1,3144,6300498.00,88,5417,69,4541,11,458,0,,1,3144,85,4263,54,3874,0,,1478,0.00,2129040.00,1417069.00,1394168.00,22901.00,18864.00,88,,,,,5554,1649600.00,5554,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
101648,73331.00,1576778.00,679217.00,617162.00,275,60,0,41,59,0,,,97,32,4741,5,5238,87,6597,45,5478,3879298.00,93,8076,32,4612,11,368,44,5059,3,7757,91,9325,35,4369,50,5221,416,1185080.00,2067334.00,417225.00,405825.00,11400.00,62055.00,97,,,,,6177,276375.00,8915,53700.00,5967,76266.00,4767,44579.00,3429,37068.00,3707,,,,,,,,,,,
101675,42312.00,528124.00,2493849.00,2491049.00,423,23,,,,,,,98,89,5047,13,756,24,5178,91,6511,11564140.00,98,5933,89,4746,29,935,91,6504,0,2800,92,6743,84,4806,90,7146,1715,12105099.00,2468071.00,1897635.00,1784509.00,113126.00,2800.00,98,,,,,,,,,,,,,,,,5884,1808543.00,6413,416235.00,5702,100883.00,2967,65740.00,4383,26774.00,3825
101693,102332.00,3045123.00,1307965.00,1105027.00,285,20,,,,,,,100,42,4411,45,793,99,10798,68,6708,15662041.00,100,12901,42,4247,12,684,68,5726,8,9224,100,10861,50,4004,77,8168,1442,9025327.00,3676741.00,529286.00,505336.00,23950.00,202938.00,100,,,,,,,,,,,,,,,,16251,1209410.00,20157,532606.00,19022,815241.00,16984,480555.00,13730,456094.00,10366
101709,4000.00,2916349.00,1917525.00,1647846.00,501,20,0,85,15,0,,,93,42,4948,2,500,73,7925,60,6371,16910220.00,87,9093,42,4646,11,1156,58,5624,5,11237,76,8632,40,4479,57,6845,1959,10041407.00,3964330.00,1043981.00,980381.00,63600.00,269679.00,93,,,,,6599,1019293.00,8941,415262.00,7038,197382.00,4028,175994.00,4400,191498.00,4671,,,,,,,,,,,
101736,11417.00,552005.00,568722.00,568722.00,606,16,0,100,0,0,,,91,61,5134,2,1038,49,1859,21,4478,11124705.00,87,4675,61,5095,6,422,21,4478,0,,67,4509,48,5083,28,5833,2467,5972813.00,2468184.00,1904762.00,1890405.00,14357.00,0.00,90,,,,,5131,1551318.00,6230,420457.00,5256,181145.00,3123,36965.00,1192,11109.00,1010,,,,,,,,,,,
101879,3150.00,3731436.00,3835980.00,3369659.00,1159,19,0,94,2,4,,,96,45,4395,1,242,66,4871,82,4013,21681907.00,86,6034,45,4317,13,267,82,3536,5,8327,67,5301,41,4073,70,4884,4090,20856378.00,6015779.00,2281193.00,2240543.00,40650.00,466321.00,95,,,,,5474,2114278.00,7191,870713.00,6356,686278.00,4867,751340.00,3893,739243.00,4153,,,,,,,,,,,
101897,6577.00,667742.00,242846.00,0.00,477,18,0,100,0,0,,,91,66,4681,1,1096,36,3905,15,3373,8621562.00,84,5332,66,4655,3,513,0,,15,3373,75,4249,49,3865,0,,2029,0.00,2148866.00,1474547.00,1466347.00,8200.00,242846.00,84,,,,,5645,1778083.00,5645,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
101912,46694.00,2016821.00,1963937.00,1165140.00,337,20,,,,,,,99,55,4934,20,697,82,7307,66,8807,6270508.00,97,9074,55,4460,14,1825,66,5225,18,12884,84,4336,53,2352,71,3648,1446,4490251.00,2976233.00,912718.00,825133.00,87585.00,798797.00,99,,,,,,,,,,,,,,,,10989,993880.00,10687,537588.00,10752,428846.00,8752,378050.00,10218,562705.00,16077
101949,108857.00,777359.00,0.00,0.00,384,28,0,97,3,0,,,87,61,5353,9,3110,42,4858,0,,6337530.00,83,6747,61,5284,9,488,0,,0,,84,5435,52,5241,0,,1166,0.00,2138829.00,1252613.00,1236501.00,16112.00,0.00,83,,,,,7148,1222119.00,7362,302012.00,7024,104583.00,5810,1025.00,1025,0.00,,,,,,,,,,,,
101958,,,,,0,0,,,,,,,,,,,,,,,,48703.00,,,,,,,,,,,56,3479,48,3967,80,9389,14,187789.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101994,2128.00,120015.00,0.00,0.00,67,12,0,100,0,0,,,96,66,3597,1,2128,67,2667,0,,1864990.00,90,4673,66,3537,6,663,0,,0,,95,3454,51,3311,0,,540,0.00,280404.00,158261.00,155611.00,2650.00,0.00,90,,,,,5131,225781.00,5131,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
102030,111119.00,684852.00,0.00,0.00,624,20,0,94,6,0,,,90,78,4385,8,2097,19,5660,0,,10296220.00,88,5340,78,4337,11,339,0,,0,,79,4197,57,3844,0,,2453,0.00,2931596.00,2135625.00,2112225.00,23400.00,0.00,88,,,,,5094,2434958.00,5094,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
102049,162987.00,10629995.00,2569395.00,1657551.00,826,26,,,,,,,97,11,4828,27,741,95,13524,35,8953,40870428.00,96,14122,11,4308,6,964,34,5836,6,19401,89,14545,12,4168,33,6985,2810,7249968.00,11213055.00,420073.00,374780.00,45293.00,911844.00,97,,,,,,,,,,,,,,,,14640,1227758.00,21168,171162.00,12226,731625.00,15905,780617.00,13459,1890871.00,12440
102270,52245.00,477707.00,760244.00,760244.00,244,27,,,,,,,88,88,5400,55,387,41,4777,82,3801,5979954.00,88,7877,88,4893,52,861,82,3801,0,,92,7248,80,4517,90,7708,825,6235451.00,1685629.00,1155677.00,1047177.00,108500.00,0.00,88,,,,,,,,,,,,,,,,5400,948299.00,6678,118272.00,3285,62839.00,2514,26267.00,2388,0.00,
102298,7380.00,919163.00,1563184.00,1549184.00,320,32,,,,,,,100,80,5806,1,2460,58,4995,83,5877,7560645.00,80,9411,80,5460,17,1818,83,5824,1,7000,93,8183,84,4494,80,7732,924,6155062.00,2418723.00,1492180.00,1392180.00,100000.00,14000.00,83,,,,,,,,,,,,,,,,7559,1420046.00,8208,590744.00,7033,302808.00,6882,105125.00,5533,0.00,
102313,1166.00,105788.00,0.00,0.00,248,18,0,100,0,0,,,81,71,4400,1,389,18,2404,0,,4021843.00,79,4473,69,4274,10,1907,0,,0,,75,3812,48,3931,0,,1055,0.00,881272.00,774318.00,726654.00,47664.00,0.00,79,,,,,4686,796579.00,4686,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
102058,2592.00,15744.00,0.00,0.00,58,18,,,,,,,97,97,5141,16,288,71,384,0,,1436578.00,97,5468,97,5122,9,208,0,,0,,91,5023,88,4663,14,3159,286,135837.00,306208.00,287872.00,286832.00,1040.00,0.00,97,,,,,,,,,,,,,,,,5186,266000.00,5320,19905.00,3981,4800.00,4800,0.00,,0.00,
102067,6432.00,87317.00,0.00,0.00,707,15,0,95,5,0,,,62,57,4547,2,402,8,1455,0,,10414080.00,62,4377,55,4487,11,928,0,,0,,53,4065,45,4206,0,,2562,0.00,1917071.00,1823322.00,1750041.00,73281.00,0.00,62,,,,,4701,1391939.00,5099,293705.00,4196,84334.00,2720,11594.00,2319,0.00,,,,,,,,,,,,
102076,22781.00,1358140.00,446190.00,446190.00,589,24,0,98,2,0,,,96,68,4501,1,5695,57,4054,25,3077,10675911.00,93,5810,67,4361,4,2807,25,3077,0,,82,5303,55,4268,27,3388,2013,2273587.00,3172503.00,1791582.00,1727017.00,64565.00,0.00,95,,,,,5670,2130743.00,5728,242355.00,6214,83489.00,4394,26147.00,5229,12227.00,2445,,,,,,,,,,,
102368,978.00,8469081.00,8362670.00,7520949.00,1699,12,0,86,14,0,,,80,39,5114,0,978,57,8813,72,6821,63194499.00,72,9658,39,4744,7,2038,72,6135,5,9675,63,7047,41,4763,61,9438,8968,81912882.00,11850587.00,3380528.00,3136028.00,244500.00,841721.00,72,,,,,6925,7390970.00,7086,328116.00,5657,123956.00,4591,52749.00,5275,13040.00,3260,,,,,,,,,,,
102377,56500.00,2075000.00,1603700.00,1466500.00,595,24,,,,,,,97,89,3897,7,1284,54,6505,70,3855,5011760.00,89,7942,89,3500,47,750,65,3780,5,4900,33,6097,24,3300,75,3500,822,6531050.00,4185250.00,2053750.00,1844500.00,209250.00,137200.00,93,,,,,,,,,,,,,,,,3897,1014900.00,5100,461128.00,4192,276500.00,1772,301222.00,4858,0.00,
102395,,,,,0,0,,,,,,,,,,,,,,,,317672.00,,,,,,,,,,,52,4741,34,2965,47,7483,67,448992.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102094,97404.00,6189586.00,12588850.00,12022614.00,2084,18,0,88,12,0,,,93,45,5480,3,1372,57,5175,59,10310,44608397.00,81,6730,42,4588,14,3613,58,9994,3,9133,62,6263,39,4292,56,9687,7123,62761171.00,11393922.00,5106932.00,4055434.00,1051498.00,566236.00,87,,,,,4756,3970264.00,7831,1551459.00,6659,537289.00,2673,65339.00,378,10479.00,60,,,,,,,,,,,
102234,85750.00,10934843.00,1444309.00,1324183.00,416,31,,,,,,,100,31,4814,37,553,100,26349,39,8807,23028387.00,100,28064,31,4618,15,494,39,8124,3,10921,99,17237,31,4584,75,3304,1336,3350009.00,11646476.00,625883.00,595775.00,30108.00,120126.00,100,,,,,,,,,,,,,,,,42043,2836893.00,43645,1338119.00,43165,1926483.00,40989,1306328.00,40823,1757616.00,40875
102261,0.00,49580.00,40078.00,40078.00,9,6,,,,,,,100,67,4242,0,,100,5509,78,5725,558302.00,100,8337,67,4075,22,500,78,5725,0,,70,5317,60,4218,72,8698,105,948082.00,75030.00,25450.00,24450.00,1000.00,0.00,100,,,,,,,,,,,,,,,,6994,15552.00,7776,6526.00,6526,26378.00,8793,0.00,,500.00,500
102711,6500.00,54750.00,237245.00,184037.00,,,,,,,293,15,35,21,4554,4,542,11,1766,21,3889,392700.00,35,3260,21,4554,0,,18,3408,2,7601,6,3356,4,4542,4,2723,117,196089.00,339050.00,277800.00,277800.00,0.00,53208.00,35,0,0,0,0,4219,35975.00,5139,0.00,,2000.00,1000,0.00,,0.00,,,,,,,,,,,,
102845,60124.00,704272.00,7567356.00,7567356.00,922,31,,,,,,,88,72,4071,3,2004,37,2071,78,10539,10296780.00,81,4683,72,3948,49,182,78,10539,0,,80,4297,62,3296,71,8234,2396,17357771.00,3483957.00,2719561.00,2637041.00,82520.00,0.00,88,,,,,,,,,,,,,,,,4337,2389513.00,4760,613753.00,4795,319151.00,3040,53441.00,1484,67920.00,2953
103501,104895.00,5250.00,1863979.00,1841587.00,,,,,,,404,62,84,75,5373,5,4995,3,375,81,5700,3275827.00,83,5141,66,5395,8,5193,79,5773,2,2799,88,5737,74,5135,79,6822,571,3492807.00,1727374.00,1617229.00,1445860.00,171369.00,22392.00,83,,,,,,,,,,,,,,,,3171,384846.00,3467,52746.00,1954,0.00,,0.00,,0.00,
103741,0.00,1200.00,297930.00,297930.00,,,,,,,30,17,97,97,5094,0,,37,109,90,11034,597272.00,97,5136,97,4963,37,348,90,11034,0,,76,4525,75,4391,67,8404,132,974886.00,148940.00,147740.00,143915.00,3825.00,0.00,97,,,,,,,,,,,,,,,,5136,122765.00,5115,20400.00,5100,5775.00,5775,0.00,,0.00,
103811,143360.00,4785.00,2139025.00,1398467.00,,,,,,,396,32,92,43,3605,8,4344,2,798,83,6482,2458213.00,51,3731,42,3494,1,7318,66,5338,46,4069,51,3933,40,3486,67,5311,625,4333821.00,757345.00,609200.00,579930.00,29270.00,740558.00,92,,,,,,,,,,,,,,,,2914,492562.00,3117,56549.00,2827,0.00,,25486.00,1499,5333.00,1333
103893,62992.00,36790.00,2285494.00,2261432.00,,,,,,,380,32,94,88,3669,2,8999,26,368,83,7279,3572065.00,89,3954,88,3579,22,402,82,7225,3,2187,79,3784,77,3387,57,7140,944,4890637.00,1332432.00,1232650.00,1198918.00,33732.00,24062.00,94,,,,,,,,,,,,,,,,3961,409916.00,4019,84710.00,4706,16350.00,2336,0.00,0,0.00,
103909,194232.00,12925.00,1214279.00,1159761.00,,,,,,,229,22,87,74,3892,10,8829,27,208,68,7784,2960190.00,77,4914,74,3769,25,358,68,7482,7,3635,67,4199,65,3438,49,7300,705,3788605.00,864832.00,657675.00,636900.00,20775.00,54518.00,87,,,,,,,,,,,,,,,,5014,251873.00,5247,57473.00,4789,36599.00,7320,0.00,0,0.00,0
103927,35211.00,5325.00,1084165.00,1066061.00,,,,,,,196,34,86,80,4183,4,5030,14,197,73,7529,1753216.00,80,4442,80,4120,13,384,73,7403,4,2586,75,4040,74,3670,52,7351,434,2212677.00,697324.00,656788.00,646813.00,9975.00,18104.00,86,,,,,,,,,,,,,,,,4744,192356.00,4932,51119.00,5680,3213.00,1607,0.00,0,0.00,0
103945,0.00,6592.00,109419.00,84685.00,13,9,,,,,,,92,85,2894,0,,77,659,77,10942,640695.00,92,3202,85,2829,54,103,77,8469,62,3092,93,5045,84,4261,85,9608,127,1124130.00,38429.00,31837.00,31117.00,720.00,24734.00,92,,,,,,,,,,,,,,,,2653,30174.00,3017,1663.00,832,0.00,,0.00,,0.00,
103954,0.00,0.00,51066.00,51066.00,,,,,,,6,7,100,67,4473,0,,0,,100,8511,199308.00,67,4473,67,4323,67,150,100,8511,0,,61,3833,60,3791,58,5472,52,268109.00,17892.00,17892.00,17292.00,600.00,0.00,100,,,,,,,,,,,,,,,,3950,11850.00,5925,0.00,,0.00,0,0.00,,0.00,
103963,406995.00,190021.00,8831926.00,7079529.00,,,,,,,1203,93,92,80,4578,4,7537,10,1545,79,9258,5429612.00,81,5166,80,4484,44,196,75,7892,40,3606,79,5328,77,4740,71,8018,1019,7416379.00,5005724.00,4408708.00,4304874.00,103834.00,1752397.00,92,,,,,,,,,,,,,,,,4908,1984226.00,5392,440016.00,5058,67448.00,2810,11335.00,472,0.00,0
104090,111191.00,145647.00,6489483.00,6239793.00,,,,,,,1202,65,75,65,3540,1,6541,32,373,59,9205,4047034.00,66,3821,65,3498,29,114,59,8851,1,15606,59,3686,57,3422,58,9298,1098,10042125.00,3014403.00,2757565.00,2717796.00,39769.00,249690.00,75,,,,,,,,,,,,,,,,3287,466595.00,4242,127352.00,3639,35471.00,1478,1773.00,148,0.00,0
104151,85322.00,68398415.00,21079420.00,16061509.00,8278,20,0,55,45,0,,,94,26,4941,1,1855,85,9681,39,6480,333519210.00,88,10939,26,4581,9,1266,39,5035,4,15160,75,10621,30,4276,41,6626,31402,113509985.00,79294610.00,10810873.00,9872904.00,937969.00,5017911.00,90,,,,,12359,15270428.00,17333,7173579.00,15629,4401084.00,9737,3514265.00,8367,3182086.00,6339,,,,,,,,,,,
104160,1750.00,424635.00,130514.00,109874.00,836,11,80,0,4,16,,,86,78,5215,0,583,16,3217,6,2664,20239392.00,85,5353,78,4991,50,346,5,2442,0,5160,59,4603,54,4281,3,3972,4397,981037.00,3811230.00,3384845.00,3239021.00,145824.00,20640.00,86,,,,,5344,1955443.00,5820,809774.00,5258,195810.00,3376,4775.00,955,0.00,0,,,,,,,,,,,
104179,1559760.00,38718014.00,17572618.00,12984533.00,6973,21,0,55,45,0,,,83,26,4425,4,6117,74,7521,37,6862,212154404.00,76,9068,26,4413,0,1979,36,5217,4,17248,68,9400,31,4417,40,6474,22570,86007466.00,48352708.00,8074934.00,8035349.00,39585.00,4588085.00,81,,,,,8483,8484859.00,11719,3735366.00,9856,2746574.00,6918,1439781.00,5088,1467738.00,4530,,,,,,,,,,,
104188,8584.00,17472.00,102182.00,102182.00,40,29,,,,,,,85,73,2685,5,4292,15,2912,85,3005,215790.00,73,3583,73,2530,38,300,85,3005,0,,53,2997,46,2551,67,9091,72,836406.00,103919.00,77863.00,73363.00,4500.00,0.00,85,,,,,,,,,,,,,,,,2290,72200.00,2888,5663.00,1416,0.00,0,0.00,0,0.00,0
104346,4000.00,377939.00,444945.00,444945.00,529,9,0,88,12,0,,,71,57,4397,2,444,22,3258,18,4684,10923634.00,67,4816,57,4345,5,564,18,4684,0,,51,3660,44,3630,15,5327,2985,4575541.00,1709803.00,1327864.00,1312064.00,15800.00,0.00,71,,,,,5230,478276.00,5762,237404.00,6416,312034.00,5778,311694.00,4453,219030.00,4056,,,,,,,,,,,
104364,692.00,0.00,221416.00,221416.00,43,10,,,,,,,98,95,5378,19,87,0,,93,5535,1759444.00,95,5395,95,5086,70,399,93,5535,0,,88,4432,86,3746,70,6314,397,2001516.00,221175.00,220483.00,208508.00,11975.00,0.00,98,,,,,,,,,,,,,,,,,,,,,,,,,,
104391,0.00,0.00,288214.00,288214.00,,,,,,,101,95,61,55,4162,0,,0,,49,5882,244641.00,55,4162,55,4162,0,,49,5882,0,,57,4077,57,4077,49,5814,60,302315.00,233092.00,233092.00,233092.00,0.00,0.00,61,,,,,,,,,,,,,,,,3939,156977.00,4485,35209.00,3521,12639.00,2528,0.00,0,0.00,0
104425,14858.00,276977.00,204756.00,201256.00,541,12,0,91,9,0,,,76,64,4761,6,464,16,3147,9,4179,9159654.00,70,5155,64,4712,7,461,9,4107,0,3500,44,4647,37,3731,7,5066,1971,1671912.00,1948616.00,1656781.00,1639716.00,17065.00,3500.00,74,,,,,5078,1256501.00,5393,269439.00,4417,120946.00,4032,5775.00,5775,2725.00,2725,,,,,,,,,,,
104434,0.00,1275.00,165730.00,165730.00,,,,,,,15,25,93,73,4922,0,,40,213,93,11838,194626.00,73,5038,73,4779,33,315,93,11838,0,,72,4423,70,4265,74,8954,44,402918.00,55414.00,54139.00,52564.00,1575.00,0.00,93,,,,,,,,,,,,,,,,3958,39639.00,4955,11850.00,5925,3925.00,1963,0.00,0,0.00,0
104443,12500.00,450.00,197148.00,197148.00,,,,,,,18,17,100,100,5269,6,12500,22,113,100,10953,358385.00,100,5988,100,5194,22,338,100,10953,0,,76,4537,76,4293,71,8031,79,594288.00,107789.00,94839.00,93489.00,1350.00,0.00,100,,,,,,,,,,,,,,,,5988,97989.00,6124,5775.00,5775,4025.00,4025,0.00,,0.00,
104504,0.00,2000.00,210174.00,171824.00,,,,,,,39,18,69,28,3798,0,,5,1000,69,7784,381641.00,28,3980,28,3675,8,450,69,6364,33,2950,76,2370,76,2245,87,3047,161,563665.00,43776.00,41776.00,40426.00,1350.00,38350.00,69,,,,,,,,,,,,,,,,1606,25768.00,3221,12575.00,1397,5020.00,628,0.00,0,0.00,
104568,0.00,23900.00,586590.00,586590.00,,,,,,,243,44,42,34,3132,0,,5,1838,42,5751,1159602.00,34,3420,34,3132,0,,42,5751,0,,58,3557,58,3484,72,5572,326,2228614.00,283856.00,259956.00,259956.00,0.00,0.00,42,,,,,,,,,,,,,,,,3586,132400.00,4271,95700.00,3300,19342.00,2149,0.00,,0.00,
105677,0.00,0.00,53455.00,53455.00,,,,,,,21,37,57,48,3715,0,,0,,43,5939,85439.00,48,3715,48,3715,0,,43,5939,0,,40,3715,40,3715,53,9140,23,274190.00,37152.00,37152.00,37152.00,0.00,0.00,57,,,,,,,,,,,,,,,,3096,37152.00,3096,0.00,,0.00,,0.00,,0.00,
105701,0.00,0.00,65754.00,65754.00,,,,,,,23,43,100,100,4796,0,,0,,52,5480,110306.00,100,4796,100,4796,0,,52,5480,0,,43,4796,43,4796,31,6910,23,117477.00,110306.00,110306.00,110306.00,0.00,0.00,100,,,,,,,,,,,,,,,,4796,110306.00,4796,0.00,,0.00,,0.00,,0.00,
105747,5500.00,179169.00,317320.00,297791.00,722,7,89,3,8,0,,,51,34,4640,1,786,22,1141,12,3690,8339114.00,43,4320,34,4493,5,929,12,3503,0,9765,25,3367,18,3538,12,4071,2477,4779337.00,1330664.00,1145995.00,1109745.00,36250.00,19529.00,47,,,,,4514,832512.00,5702,255093.00,4398,95966.00,2908,3726.00,207,0.00,0,,,,,,,,,,,
105792,1141.00,122238.00,198469.00,198469.00,393,10,91,1,8,0,,,81,64,4590,1,571,25,1235,15,3482,8161709.00,75,4337,64,4544,3,885,15,3482,0,,61,3276,45,3683,20,4377,2491,3532447.00,1270872.00,1147493.00,1135993.00,11500.00,0.00,78,,,,,4503,775264.00,5347,317640.00,4603,81524.00,2470,13325.00,1025,1000.00,250,,,,,,,,,,,
105899,3749.00,1343275.00,545095.00,442878.00,121,16,,,,,,,98,48,4339,2,1875,97,11481,73,6194,7426068.00,98,13548,48,4294,3,646,73,5033,8,10222,75,12672,40,4124,65,5798,586,2916189.00,1598682.00,251658.00,249076.00,2582.00,102217.00,98,,,,,,,,,,,,,,,,13147,455642.00,14239,304627.00,15231,160813.00,12370,113400.00,11340,214450.00,10723
105987,16111.00,0.00,1873083.00,1750227.00,,,,,,,503,92,60,54,4400,1,5370,0,,45,8288,1277043.00,54,4459,54,4400,0,,44,7992,6,4236,53,4434,51,4350,41,7989,288,1805604.00,1208396.00,1192285.00,1192285.00,0.00,122856.00,57,,,,,,,,,,,,,,,,4245,492456.00,4245,0.00,,0.00,,0.00,,0.00,
106041,69628.00,323842.00,6211461.00,4749884.00,,,,,,,909,31,90,65,5304,2,4973,22,1627,78,8736,6905286.00,73,5330,64,4879,24,1276,78,6737,29,5454,62,3834,47,3733,61,6759,1801,11963611.00,3528278.00,3134808.00,2854010.00,280798.00,1461577.00,90,,,,,,,,,,,,,,,,4048,811308.00,5338,292076.00,4950,98242.00,2889,13600.00,425,19479.00,696
106102,0.00,0.00,38164.00,38164.00,10,1,,,,,,,70,30,6442,0,,0,,60,6361,1273700.00,30,6442,30,5775,20,1000,60,6361,0,,36,3907,36,3629,29,11594,326,3060841.00,19325.00,19325.00,17325.00,2000.00,0.00,60,,,,,,,,,,,,,,,,2761,19325.00,6442,0.00,0,0.00,,0.00,0,0.00,0
106111,0.00,4075.00,373045.00,373045.00,,,,,,,43,19,95,91,4786,0,,23,408,91,9565,783334.00,93,4768,91,4723,19,309,91,9565,0,,79,4476,78,4420,71,7983,175,1261379.00,190733.00,186658.00,184183.00,2475.00,0.00,95,,,,,,,,,,,,,,,,4652,165183.00,5006,22725.00,4545,2825.00,942,0.00,,0.00,
106148,13750.00,390035.00,483833.00,468833.00,501,7,72,20,8,0,,,74,57,4489,3,859,20,3980,16,6124,14761684.00,68,4976,57,4390,5,1140,16,6011,0,15000,36,5615,30,3596,10,6351,2629,4903073.00,1696685.00,1292900.00,1264408.00,28492.00,15000.00,71,,,,,4499,879991.00,5116,315803.00,4859,101853.00,2546,15239.00,1270,9748.00,1950,,,,,,,,,,,
106245,1101687.00,3313839.00,2582334.00,2520343.00,817,9,0,89,11,0,,,95,58,4920,66,2055,48,8454,57,5518,36165766.00,92,8978,57,4736,15,854,57,5420,1,5636,54,6935,38,3956,44,7172,5215,30529344.00,6742452.00,2326926.00,2221063.00,105863.00,61991.00,94,,,,,8035,2651625.00,9019,871698.00,8631,475222.00,5726,353239.00,6793,163641.00,5114,,,,,,,,,,,
106263,,,,,0,0,,,,,,,,,,,,,,,,1305510.00,,,,,,,,,,,38,4471,35,4169,61,8768,292,4121194.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106306,24790.00,175000.00,1688100.00,1688100.00,370,37,,,,,,,90,86,5337,8,800,11,4268,89,5100,6156178.00,86,5967,86,5050,27,900,89,5100,0,,90,6925,89,2822,81,4033,889,3218242.00,1891540.00,1691750.00,1600850.00,90900.00,0.00,89,,,,,,,,,,,,,,,,5914,1449094.00,6527,286700.00,6100,113939.00,2650,16200.00,5400,8700.00,4350
106315,0.00,0.00,49833.00,49833.00,,,,,,,6,4,100,100,5454,0,,0,,100,8306,404995.00,100,5454,100,5454,0,,100,8306,0,,66,4010,64,3839,58,7776,101,692048.00,32725.00,32725.00,32725.00,0.00,0.00,100,,,,,,,,,,,,,,,,3775,18875.00,3775,0.00,,0.00,,0.00,,0.00,
