"UNITID","OPEFLAG","SECTOR","DEGGRANT","HBCU","HOSPITAL","CARNEGIE","PSET4FLG","PEO1ISTR","PEO2ISTR","PEO3ISTR","PEO4ISTR","RELAFFIL","LEVEL7","LEVEL8","LEVEL17","LEVEL18","LEVEL19","OPENADMP","CREDITS1","CREDITS2","CREDITS3","CREDITS4","SLO5","SLO6","STUSRV1","STUSRV2","STUSRV3","STUSRV4","STUSRV8","ATHASSOC","SPORT1","CONFNO1","SPORT2","CONFNO2","SPORT3","CONFNO3","SPORT4","CONFNO4","APPLFEEU","ROOM","ROOMCAP","BOARD","RMBRDAMT","ALLONCAM","TUITPL","TUITPL1","TUITPL2","TUITPL3","TUITPL4","DISTCRS","LIBRES1","LIBRES2","LIBRES3","LIBRES4","LIBRES5","LIBRES6","LIBRES9","DISAB","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","chg2ay2","chg2at2","chg2af2","chg2ay3","chg2at3","chg2af3","chg3ay2","chg3at2","chg3af2","chg3ay3","chg3at3","chg3af3","RMINSTTP","RMOUSTTP","RMFRGNCP","DVEF13","DVEF14","DVEF15","ENRTOT","EFUG","EFUG1ST","EFUGTRN","EFUGCNT","PCUENRAN","PCUENRAP","PCUENRBK","PCUENRHS","PCUENRWH","PCUENR2M","PCUENRUN","PCUENRNR","PCUENRW","EFUGFT","EFUGPT","PCUENRNH","PCUENRAS","PCUDEEXC","PCUDESOM","PCUDENON","LPBOOKSP","LPMEDIAP","LEBOOKSP","LEDATABP","LEMEDIAP","LSALWAGP","LFRNGBNP","LEXMSBBP","LEXMSCSP","LEXMSOTP","LEXOMTLP","LEXPTOTF","LPSERIAP","LESERIAP","F1CORREV","F3GVGCPC","F1TUFEPC","F1STAPPC","F1LCAPPC","F1GVGCPC","F1PGGCPC","F1INVRPC","F1OTRVPC","F1COREXP","F1INSTPC","F1RSRCPC","F1PBSVPC","F1ACSPPC","F1STSVPC","F1INSUPC","F1OTEXPC","F1SAFBPC","F1EQUITR","F1ENDMFT","F2CORREV","F2TUFEPC","F2GVGCPC","F2PGGCPC","F2INVRPC","F2OTRVPC","F2COREXP","F2INSTPC","F2RSRCPC","F2PBSVPC","F2ACSPPC","F2STSVPC","F2INSUPC","F2OTEXPC","Expr1155","F2ENDMFT","F2EQUITR","F2SAFBPC","F3CORREV","F3TUFEPC","F3SSEAPC","F3OTRVPC","F3TUFEFT","F3SSEAFT","F3OTRVFT","F3COREXP","F3INSTPC","F3OTEXPC","F3EQUITR","F3PGGCPC","F3INVRPC","F3RSRCPC","F3PBSVPC","F3ACSPPC","F3STSVPC","F3INSUPC","F3SAFBPC","F3SWINSP","F3SWRSRP","F3SWPBSP","F3SWACSP","F3SWSTSP","F3SWISPP","F3SWOTEP","F3SWCREP","F1SWCREP","F1SWINSP","F1SWRSRP","F1SWPBSP","F1SWACSP","F1SWSTSP","F1SWISPP","F1SWOTEP","F2SWCREP","F2SWINSP","F2SWRSRP","F2SWPBSP","F2SWACSP","F2SWSTSP","F2SWISPP","F2SWOTEP","SALTOTL","SalProf","SalAssc","SalAsst","SalInst","Sallect","SALNRNK","SFTETOTL","SFTEPSTC","SFTELCAI","CINSON","COTSON","CINSOFF","COTSOFF","TUFEYR2","TUFEYR3","PRCH_EF","IDX_EF","PRCH_F","IDX_F","PRCH_SFA","IDX_SFA"
191515,1,2,1,2,2,31,1,0,1,0,0,-2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,1,1,185,1,185,1,185,1,185,50,1,1887,1,,1,1,0,0,1,0,2,1,1,1,1,1,1,0,2,50730,510,6341,50730,510,6341,50730,510,6341,49500,49010,490,51240,50730,510,49500,49010,490,51240,50730,510,27,64,9,,,,1883,1883,472,22,1373,0,7,4,8,64,3,7,7,51,1868,15,0,7,0,0,100,23,2,22,0,47,41,0,10,31,1,16,2019,0,6,,,,,,,,,,,,,,,,,,,,,66644000.00,88,2,62,-67,15,115738000.00,53,1,0,16,14,16,0,48,436329,79,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,36,,42,38,42,,100676,130026,99612,77809,68000,,59714,663,206,54,65750,65750,,,49500,51240,-2,-2,-2,-2,-2,-2
191533,1,2,1,2,2,31,1,0,1,0,0,-2,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,0,1,1,172,1,172,2,-2,1,172,0,1,1134,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,42050,810,1350,42050,810,1350,42050,810,1350,41440,40630,810,42860,42050,810,41440,40630,810,42860,42050,810,77,20,3,4,95,1,1396,1396,402,36,944,1,3,9,8,65,0,12,3,60,1362,34,0,3,0,5,95,81,1,2,0,0,45,12,2,29,8,4,671,1,15,,,,,,,,,,,,,,,,,,,,,35182825.00,87,2,12,-4,3,41080027.00,45,1,1,5,25,23,0,52,46231,66,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,55,27,31,28,43,48,,73430,87639,67795,59282,57500,,,325,135,29,55770,55770,49960,49960,41440,42860,-2,-2,-2,-2,-2,-2
191612,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,0,1,632,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4270,710,159,4270,710,159,7000,1010,278,4590,3940,650,4980,4270,710,7650,7000,650,8010,7000,1010,91,3,6,20,59,21,2645,2645,660,253,1074,0,2,13,7,71,1,1,4,59,1681,964,0,2,22,13,64,36,4,19,0,12,54,0,15,20,2,10,200,0,29,27727362.00,,25,24,16,32,0,0,2,31925503.00,33,0,0,13,10,26,18,61,9,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,49,,,45,48,26,0,,,,,,,,,47317,57816,46108,42090,43179,,,231,85,14,17380,20410,17380,20410,4590,4980,-2,-2,-2,-2,-2,-2
191621,1,2,1,2,2,32,1,0,1,0,0,30,1,0,0,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,2,-2,1,214,1,214,1,214,25,1,304,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,20650,600,525,20650,600,525,20650,600,525,20700,20050,650,21300,20650,650,20700,20050,650,21300,20650,650,91,9,0,,,,866,809,148,87,557,1,0,7,4,74,7,6,0,56,740,69,0,0,0,14,86,29,1,1,0,0,56,0,18,21,2,4,461,0,68,,,,,,,,,,,,,,,,,,,,,12987633.00,96,2,3,-1,1,15151374.00,37,0,0,11,24,28,0,65,7036,71,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,64,,,52,43,62,,54904,65445,51055,48045,,,,165,67,32,32450,32450,27350,27350,20700,21300,-2,-2,-2,-2,-2,-2
191630,1,2,1,2,2,31,1,0,1,0,0,-2,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,1,201,1,201,2,-2,1,201,45,1,1950,2,,2,1,0,1,1,0,2,1,1,1,1,1,1,0,2,50432,1127,1576,50432,1127,1576,50432,1127,1576,49677,48586,1091,51559,50432,1127,49677,48586,1091,51559,50432,1127,36,59,5,,,,2271,2262,582,19,1640,0,4,6,5,72,0,6,7,50,2246,16,0,3,0,0,100,51,4,36,0,8,40,14,5,32,1,8,1154,0,0,,,,,,,,,,,,,,,,,,,,,66982510.00,96,3,15,-14,0,90675075.00,40,2,0,10,26,22,0,54,83121,75,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,57,27,,40,38,48,,87008,117583,84069,70053,56233,,,611,217,65,67316,67316,67316,67316,49677,51559,-2,-2,-2,-2,-2,-2
191649,1,2,1,2,2,16,1,0,1,1,1,-2,1,1,1,1,0,2,1,0,1,0,1,1,0,1,1,0,1,1,2,-2,1,110,1,110,1,110,70,1,3590,2,,2,1,1,0,1,0,1,1,1,1,1,1,0,0,2,41100,1060,1380,41100,1060,1380,41100,1060,1380,40460,39400,1060,42160,41100,1060,40460,39400,1060,42160,41100,1060,51,43,0,3,93,4,11145,6899,1647,392,4771,0,11,8,14,56,2,4,5,54,6497,402,1,10,0,6,94,18,72,4,0,1,51,19,3,23,1,3,1122,0,4,,,,,,,,,,,,,,,,,,,,,363767270.00,76,3,7,9,5,325775194.00,56,1,4,7,16,17,0,62,42369,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,56,36,42,49,48,47,,118409,144796,104201,95043,78068,,,2039,722,113,60184,60184,63571,63571,40460,42160,-2,-2,-2,-2,-2,-2
191676,1,2,1,2,2,31,1,0,1,1,0,89,1,0,0,0,0,2,1,1,1,0,1,1,0,1,1,1,0,1,2,-2,1,172,1,172,1,172,40,1,1173,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,30136,200,1267,30136,200,1267,30136,200,1267,29458,29258,200,30336,30136,200,29458,29258,200,30336,30136,200,54,32,12,,,,1059,1043,272,62,703,0,3,3,1,74,4,2,12,63,998,45,0,3,3,0,97,33,4,53,0,0,63,0,2,25,3,7,481,0,11,,,,,,,,,,,,,,,,,,,,,21390385.00,71,1,19,6,2,27283397.00,40,0,0,9,32,18,1,48,44071,69,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,50,38,41,28,26,52,100,53758,63448,52914,46178,38573,,,207,81,15,42940,42940,41062,41062,29458,30336,-2,-2,-2,-2,-2,-2
191719,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,30,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4300,1126,179,4300,1126,179,8600,1126,358,5188,4100,1088,5426,4300,1126,13388,12300,1088,9726,8600,1126,97,3,1,18,57,25,11587,11587,2272,635,4994,0,6,10,6,72,3,2,1,48,5880,5707,0,5,14,44,43,24,2,50,0,5,79,0,3,12,4,2,122,0,19,108636282.00,,28,23,19,23,3,0,3,110439494.00,63,0,0,5,7,16,9,61,50,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,45,39,20,81,,,,,,,,,66698,88670,70089,62029,50322,,,752,353,25,,,15582,19882,5188,5426,-2,-2,-2,-2,-2,-2
191931,1,2,1,2,2,21,1,0,1,0,0,30,1,1,0,0,0,2,1,1,1,0,1,1,0,1,1,1,0,1,2,-2,1,118,1,118,1,118,50,1,1575,2,14400,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,34384,2200,1142,34384,2200,1142,34384,2200,1142,35324,33124,2200,36584,34384,2200,35324,33124,2200,36584,34384,2200,74,24,2,10,89,1,4019,3329,935,99,2086,0,2,9,22,56,2,6,3,52,3069,260,0,2,0,2,98,45,1,54,0,0,60,0,1,32,2,5,386,0,0,,,,,,,,,,,,,,,,,,,,,103828000.00,73,2,22,1,3,84382000.00,39,0,0,11,24,25,1,61,30787,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,64,53,,41,48,46,0,84657,110544,82231,72561,37458,74565,,657,234,57,54334,54334,54334,54334,35324,36584,-2,-2,-2,-2,-2,-2
191959,1,6,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,40,2,,3,,2,1,1,0,0,0,2,1,1,0,1,1,0,0,1,15750,450,,15750,450,,15750,450,,16200,15750,450,16200,15750,450,16200,15750,450,16200,15750,450,100,0,0,,,,106,106,47,0,59,2,1,10,24,49,5,9,0,9,106,0,0,1,0,0,100,40,10,0,0,0,,,,,,,,50,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911253.00,97,3,0,14214,439,0,1847559.00,70,0,85,0,0,0,0,10,10,10,62,56,,,56,56,56,,56,,,,,,,,,,,,,,,,,53000,,,,53000,,,9,3,0,,,36960,36960,16200,16200,-2,-2,-2,-2,-2,-2
191968,1,2,1,2,2,21,1,0,1,1,0,-2,1,0,0,1,0,2,1,0,1,0,1,1,0,1,1,1,0,1,1,172,1,172,1,172,1,172,60,1,4524,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,41776,0,1393,41776,0,1393,41776,0,1393,40658,40658,0,41776,41776,0,40658,40658,0,41776,41776,0,43,55,2,,,,6678,6221,1634,100,4447,0,4,6,8,72,3,5,2,58,6103,118,0,4,0,7,93,56,6,25,0,0,43,14,6,30,1,6,563,0,13,,,,,,,,,,,,,,,,,,,,,157036000.00,96,2,6,-7,3,176698331.00,51,1,1,12,15,20,0,57,38512,71,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,54,62,48,40,41,52,0,78604,103713,80804,67955,63606,,40931,1389,597,31,59918,59918,59918,59918,40658,41776,-2,-2,-2,-2,-2,-2
191986,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,340,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4630,870,193,4630,870,193,9260,870,389,5360,4520,840,5500,4630,870,9880,9040,840,10130,9260,870,91,8,1,37,45,18,4617,4617,813,170,1672,1,1,3,7,78,2,7,0,58,2149,2468,0,1,4,12,84,93,4,2,0,0,70,0,8,18,1,4,241,1,0,48194859.00,,18,19,14,30,0,0,19,44035110.00,44,0,1,13,14,17,12,67,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,61,,66,54,56,50,0,,,,,,,,,59542,71958,65881,51879,51064,,,319,150,8,18950,23580,18180,22810,5360,5500,-2,-2,-2,-2,-2,-2
192004,1,3,1,2,2,40,1,1,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,2,0,0,0,0,2,0,0,0,0,0,0,1,2,11700,900,325,11700,900,325,11700,900,325,12300,11400,900,12600,11700,900,12300,11400,900,12600,11700,900,90,10,0,,,,311,311,99,42,170,5,0,2,20,68,4,1,0,74,305,6,0,0,0,0,100,90,4,5,0,1,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808529.00,100,0,0,13389,0,22,3524382.00,23,19,70,0,0,0,0,1,3,54,32,87,,0,15,67,14,0,30,,,,,,,,,,,,,,,,,40125,,,,40125,,,22,11,0,,,23700,23700,12300,12600,-2,-2,-2,-2,-2,-2
192022,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,0,1,294,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,4392,675,183,4392,675,183,6888,675,287,4835,4176,659,5067,4392,675,7115,6456,659,7563,6888,675,97,2,2,19,52,28,3632,3632,853,230,1636,1,2,7,10,74,3,3,1,56,2082,1550,0,1,8,21,71,7,1,74,0,0,65,0,11,17,5,1,208,0,17,54077049.00,,14,14,11,57,1,1,2,33650245.00,45,0,2,12,10,18,14,52,21,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,54,,20,40,51,42,0,,,,,,,,,56708,69504,61717,49818,43867,,39792,284,132,31,20817,23313,20817,23313,4835,5067,-2,-2,-2,-2,-2,-2
192040,1,2,1,2,2,51,1,0,1,0,0,80,1,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,0,2,2,-2,2,-2,2,-2,2,-2,65,1,176,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,50026,2634,,50026,2634,,50026,2634,,46054,43450,2604,52660,50026,2634,46054,43450,2604,52660,50026,2634,16,84,0,,,,371,157,43,0,113,0,1,0,5,79,0,13,1,53,157,0,0,1,0,0,100,95,2,2,0,0,66,17,3,1,0,11,5375,1,0,,,,,,,,,,,,,,,,,,,,,45350582.00,4,0,84,2,9,37690274.00,20,0,6,13,4,29,28,64,310609,86,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,61,4,56,54,52,90,0,100906,120904,87101,84158,,31667,,225,52,23,72120,72120,79060,79060,46054,52660,-2,-2,-2,-2,-2,-2
192110,1,2,1,2,2,56,1,0,1,0,0,-2,1,1,1,0,0,2,0,0,0,1,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,110,1,348,2,15380,2,1,0,0,1,0,2,1,1,1,1,1,0,0,2,41310,0,1456,41310,0,1456,41310,0,1456,39720,39720,0,41310,41310,0,39720,39720,0,41310,41310,0,11,66,23,,,,939,580,113,14,372,0,14,4,7,40,5,6,24,49,498,82,0,14,0,0,100,77,21,0,0,2,67,0,12,11,0,10,993,0,0,,,,,,,,,,,,,,,,,,,,,30802332.00,57,2,146,-114,9,99568852.00,33,0,1,37,8,19,2,53,855720,76,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,61,,49,39,40,40,0,89286,,,,,,89286,540,198,20,60130,60130,61178,61178,39720,41310,-2,-2,-2,-2,-2,-2
192192,1,2,1,2,2,32,1,0,1,0,0,54,1,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,1,365,1,365,1,365,0,1,857,1,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,2,28501,920,950,28501,920,950,28501,920,950,28917,27942,975,29451,28501,950,28917,27942,975,29451,28501,950,92,7,1,0,66,34,2003,1730,365,218,1139,1,1,9,5,75,2,6,3,75,1352,378,0,1,0,12,88,94,2,1,0,1,55,15,3,23,1,4,430,1,0,,,,,,,,,,,,,,,,,,,,,30821140.00,84,1,9,0,6,36918870.00,40,0,0,6,21,33,0,57,7247,47,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,64,,,38,48,41,,59103,69962,58982,55051,38082,,,371,194,19,45421,45421,44641,44641,28917,29451,-2,-2,-2,-2,-2,-2
192271,1,3,1,2,2,55,1,0,1,0,0,-2,1,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,40,1,439,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,24950,775,830,24950,775,830,24950,775,830,24825,24250,575,25725,24950,775,24825,24250,575,25725,24950,775,34,60,6,0,93,7,1720,1499,260,173,1066,1,7,15,10,54,2,6,6,92,1400,99,0,7,6,64,30,86,7,6,0,0,35,8,12,41,0,5,422,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48754510.00,98,0,1,26499,0,232,47419158.00,20,42,25,0,0,0,0,7,12,19,37,77,,,42,57,40,0,33,,,,,,,,,,,,,,,,,53983,,74914,60607,51534,41080,,228,110,43,49675,49675,40525,40525,24825,25725,-2,-2,-2,-2,-2,-2
192323,1,2,1,2,2,22,1,0,1,0,0,30,1,1,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,1,2,-2,1,153,1,153,1,153,0,1,1615,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,32040,990,672,32040,990,672,32040,990,672,32250,31260,990,33030,32040,990,32250,31260,990,33030,32040,990,93,6,1,,,,3549,2897,631,193,1969,0,3,6,5,77,2,6,1,61,2534,363,0,2,0,2,98,54,2,9,0,8,42,0,6,43,1,8,560,1,26,,,,,,,,,,,,,,,,,,,,,57996266.00,86,4,16,-10,4,66706372.00,52,0,2,12,16,18,0,52,47389,69,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,53,1,40,35,36,47,,81137,103240,78285,64696,61978,,,536,228,62,48700,48700,48700,48700,32250,33030,-2,-2,-2,-2,-2,-2
192439,1,2,1,2,2,21,1,1,1,1,1,-2,1,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,1,125,1,125,1,125,50,1,910,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,34352,1904,1072,34352,1904,1072,34352,1904,1072,35546,33678,1868,36256,34352,1904,35546,33678,1868,36256,34352,1904,77,18,0,,,,7609,4275,719,603,2817,0,16,25,14,21,2,19,3,69,3749,526,0,16,0,2,97,23,25,16,0,1,49,20,10,15,1,5,605,0,35,,,,,,,,,,,,,,,,,,,,,206071691.00,90,4,3,-1,3,169867459.00,52,1,1,15,14,17,0,64,,56,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,34,58,45,41,34,,91696,111440,87738,80761,61045,,,917,441,24,54182,54182,65756,65756,35546,36256,-2,-2,3,192457,-2,-2
192448,1,2,1,2,2,21,1,1,1,1,1,-2,1,1,1,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,1,153,1,151,1,151,1,151,50,1,1381,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,34352,1904,1072,34352,1904,1072,34352,1904,1072,35546,33678,1868,36256,34352,1904,35546,33678,1868,36256,34352,1904,82,12,0,,,,8634,6280,535,462,2126,0,6,7,12,51,2,18,4,58,2874,3406,0,6,0,1,98,32,28,13,0,1,52,22,12,10,1,3,1102,0,27,,,,,,,,,,,,,,,,,,,,,140673910.00,88,2,5,0,6,142935446.00,47,0,2,19,17,15,0,69,,56,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,66,64,55,45,44,38,,101121,115156,97882,85265,81576,,,839,363,41,54182,54182,65756,65756,35546,36256,-2,-2,3,192457,-2,-2
192509,1,6,1,2,2,40,1,1,0,-2,0,-2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,13299,1176,375,13299,1176,375,13299,1176,375,14769,13299,1470,14475,13299,1176,14769,13299,1470,14475,13299,1176,96,1,4,,,,624,624,182,66,369,0,50,13,23,14,0,0,0,79,504,120,0,50,0,0,100,7,1,82,0,1,55,0,34,11,0,0,333,0,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12565047.00,100,0,0,15531,0,0,12802913.00,36,0,30,0,0,0,0,9,6,49,57,52,,,72,69,37,,48,,,,,,,,,,,,,,,,,27765,,,,27765,,,108,44,29,,,20375,20375,14769,14475,-2,-2,-2,-2,-2,-2
192624,1,2,1,2,2,51,1,0,1,0,0,-2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,,1,40,1,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,11000,200,,11000,200,,11000,200,,11050,10850,200,11200,11000,200,11050,10850,200,11200,11000,200,85,15,0,,,,150,150,27,11,112,0,0,0,0,99,0,0,1,0,150,0,0,0,0,0,100,100,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,2010929.00,62,0,38,0,0,2081090.00,40,0,13,10,10,19,8,30,,96,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,52,,0,0,0,33,0,38578,,,,38578,,,14,9,0,15200,15200,28674,28674,11050,11200,-2,-2,-2,-2,-2,-2
192688,1,6,1,2,2,-3,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,1,0,0,1,0,2,1,1,0,1,1,0,0,1,14000,70,600,14000,70,600,14000,70,600,13095,13000,95,14070,14000,70,13095,13000,95,14070,14000,70,99,1,0,,,,648,648,180,57,411,0,4,46,42,6,0,2,0,84,465,183,0,4,0,0,100,81,18,0,0,0,,,,,,,,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13532422.00,38,0,62,4943,0,8030,13004492.00,18,0,86,0,0,0,0,11,6,65,59,75,,,89,89,40,,55,,,,,,,,,,,,,,,,,50526,50526,,,,,,60,30,1,,,28150,28150,13095,14070,-2,-2,-2,-2,-2,-2
192703,1,2,1,2,2,21,1,0,1,0,0,30,1,1,0,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,2,-2,1,118,1,118,1,118,75,1,2092,2,15010,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,36900,3104,945,36900,3104,945,36900,3104,945,38580,35600,2980,40004,36900,3104,38580,35600,2980,40004,36900,3104,64,33,3,,,,4214,3637,816,171,2650,0,5,5,21,57,2,7,3,45,3444,193,0,5,0,0,100,52,0,43,0,0,62,0,12,20,0,6,601,0,5,,,,,,,,,,,,,,,,,,,,,111718153.00,77,2,17,1,2,107495053.00,37,1,0,9,20,22,11,57,21367,67,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,68,52,,55,37,42,20,95513,121218,95294,81917,49275,84040,,708,295,16,58214,58214,58214,58214,38580,40004,-2,-2,-2,-2,-2,-2
192712,1,2,1,2,2,56,1,0,1,1,0,-2,1,1,0,0,1,2,0,0,0,1,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,125,1,400,2,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,44000,600,1750,44000,600,1750,44000,600,1750,42600,42000,600,44600,44000,600,42600,42000,600,44600,44000,600,0,0,0,,,,1071,457,131,21,305,0,29,7,5,25,5,2,27,53,456,1,0,29,0,0,100,73,27,0,0,0,52,0,19,5,0,24,754,0,0,,,,,,,,,,,,,,,,,,,,,32691615.00,96,1,7,-4,0,35331930.00,50,0,0,12,11,19,8,63,26725,55,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,70,,,55,54,45,0,79652,,,,79652,,,288,166,34,66200,66200,66200,66200,42600,44600,-2,-2,-2,-2,-2,-2
192749,1,2,1,2,2,21,1,0,1,1,0,-2,1,1,1,0,0,2,1,1,1,0,0,1,1,1,1,0,0,1,2,-2,1,208,1,208,1,208,50,1,1231,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,35570,1350,825,35570,1350,825,35570,1350,825,36220,34870,1350,36920,35570,1350,36220,34870,1350,36920,35570,1350,65,26,9,3,93,4,2836,1796,485,73,1179,0,2,8,18,43,2,18,8,64,1703,93,0,2,0,0,100,42,1,40,0,4,56,0,4,27,8,5,614,0,12,,,,,,,,,,,,,,,,,,,,,44268145.00,90,1,6,0,3,52902214.00,42,0,0,10,25,23,0,57,12426,72,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,64,,,50,46,29,,80418,97452,77470,63300,28000,55843,,418,202,26,53790,53790,53790,53790,36220,36920,-2,-2,-2,-2,-2,-2
192785,1,2,1,2,2,40,1,1,1,0,0,-2,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,35,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,13800,410,595,13800,410,595,13800,410,595,13340,13020,320,14210,13800,410,13340,13020,320,14210,13800,410,87,2,0,,,,740,740,55,200,460,0,4,10,4,54,1,26,0,87,197,543,0,4,2,94,4,11,0,89,0,0,44,7,1,32,0,16,376,0,0,,,,,,,,,,,,,,,,,,,,,9494785.00,97,2,2,0,0,10549461.00,42,0,0,4,11,44,0,56,34324,91,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,69,,,48,59,37,,56257,73797,61652,54900,53320,,,89,42,18,,,24010,24010,13340,14210,-2,-2,-2,-2,-2,-2
