UNITID,EFFT,EFLEVEL
218991,2207,30
218991,784,31
219000,1553,30
219000,421,31
219037,85,30
219037,21,31
219046,2156,30
219046,545,31
219082,1273,30
219082,306,31
219091,666,30
219091,172,31
219125,77,30
219125,14,31
219143,1593,30
219143,596,31
219170,20,30
219189,839,30
219189,343,31
219198,461,30
219198,104,31
219204,234,30
219204,4,31
219213,59,30
219213,1,31
219259,1318,30
219259,311,31
219277,761,30
219277,60,31
219295,536,30
219295,138,31
219338,17,30
219347,2005,30
219347,492,31
219356,8442,30
219356,2206,31
219374,258,30
219374,28,31
219383,1031,30
219383,270,31
219392,23,30
219408,90,30
219408,27,31
219426,1338,30
219426,446,31
219453,104,30
219453,17,31
219471,4922,30
219471,1162,31
219480,645,30
219480,178,31
219505,105,30
219505,16,31
219578,214,30
219578,32,31
219587,55,30
219587,16,31
219596,415,30
219596,272,31
219602,6935,30
219602,1649,31
219639,467,30
219639,65,31
219709,5925,30
219709,1568,31
219718,3474,30
219718,400,31
219790,870,30
219790,208,31
219806,1710,30
219806,505,31
219824,4001,30
219824,1581,31
219833,1331,30
219833,336,31
219851,12,30
219851,4,31
219879,1704,30
219879,760,31
219888,2590,30
219888,1208,31
219903,1448,30
219903,371,31
219921,162,30
219921,72,31
219949,1265,30
219949,447,31
219976,2651,30
219976,633,31
219994,532,30
219994,135,31
220002,127,30
220002,53,31
220057,1237,30
220057,547,31
220075,9333,30
220075,1869,31
220118,343,30
220118,53,31
220127,419,30
220127,197,31
220163,17,30
220163,11,31
220181,706,30
220181,123,31
220206,209,30
220206,54,31
220215,1227,30
220215,324,31
220251,240,30
220251,208,31
220279,220,30
220279,124,31
220312,274,30
220312,90,31
220321,312,30
220321,260,31
220394,231,30
220394,173,31
220400,2264,30
220400,1039,31
220464,59,30
220464,13,31
220473,689,30
220473,131,31
220491,154,30
220491,2,31
220516,2119,30
220516,157,31
220552,1145,30
220552,302,31
220598,1356,30
220598,396,31
220604,847,30
220604,189,31
220613,3821,30
220613,884,31
220631,1189,30
220631,297,31
220640,299,30
220640,76,31
220701,873,30
220701,255,31
220710,1166,30
220710,323,31
220756,163,30
220756,68,31
220765,149,30
220765,83,31
220808,297,30
220808,66,31
220853,891,30
220853,323,31
220862,12372,30
220862,2647,31
220978,15985,30
220978,2867,31
221050,535,30
221050,183,31
221096,3308,30
221096,1636,31
221102,324,30
221102,191,31
221148,1457,30
221148,308,31
221157,122,30
221157,46,31
221184,3685,30
221184,1491,31
221236,287,30
221236,106,31
221254,150,30
221254,27,31
221281,225,30
221281,75,31
221333,191,30
221333,70,31
221351,1974,30
221351,507,31
221388,118,30
221388,65,31
221397,2506,30
221397,1067,31
221430,205,30
221430,202,31
221485,4251,30
221485,1856,31
221494,413,30
221494,139,31
221519,1713,30
221519,514,31
221582,137,30
221582,123,31
221591,304,30
221591,72,31
221607,137,30
221607,38,31
221616,405,30
221616,184,31
221625,932,30
221625,459,31
221634,156,30
221634,105,31
221643,5055,30
221643,2252,31
221661,2108,30
221661,491,31
221731,909,30
221731,197,31
221740,8868,30
221740,2066,31
221759,20719,30
221759,4840,31
221768,4943,30
221768,933,31
221795,109,30
221795,29,31
221829,167,30
221829,60,31
221838,5696,30
221838,1277,31
221847,8386,30
221847,1591,31
221892,1251,30
221892,395,31
221908,3367,30
221908,1344,31
221953,1417,30
221953,324,31
221971,1619,30
221971,336,31
221999,6808,30
221999,1599,31
222026,16,30
222026,3,31
222053,4690,30
222053,2021,31
222062,3129,30
222062,1486,31
222099,157,30
222099,66,31
222105,99,30
222105,34,31
222178,3550,30
222178,993,31
222567,1206,30
222567,375,31
222576,2830,30
222576,814,31
222628,37,30
222822,1596,30
222822,549,31
222831,4976,30
222831,1556,31
222877,154,30
222877,25,31
222886,195,30
222886,140,31
222938,795,30
222938,119,31
222983,1258,30
222983,345,31
222992,8517,30
222992,2398,31
223056,67,30
223056,61,31
223083,643,30
223117,13,30
223117,1,31
223232,14087,30
223232,3496,31
223320,1220,30
223320,313,31
223427,9374,30
223427,4237,31
223463,927,30
223463,258,31
223472,292,30
223472,110,31
223506,812,30
223506,249,31
223524,2053,30
223524,393,31
223773,1263,30
223773,226,31
223816,3077,30
223816,735,31
223852,10,30
223852,7,31
223898,1311,30
223898,369,31
223922,507,30
223922,216,31
224004,1291,30
224004,270,31
224013,25,30
224013,1,31
224110,2520,30
224110,772,31
224147,8251,30
224147,2380,31
224156,287,30
224156,40,31
224226,2374,30
224226,522,31
224244,187,30
224244,30,31
224271,95,30
224271,24,31
224323,1371,30
224323,371,31
224350,2983,30
224350,560,31
224527,1177,30
224527,346,31
224545,1098,30
224545,199,31
224554,6007,30
224554,990,31
224572,2620,30
224572,523,31
224615,1250,30
224615,147,31
224642,8346,30
224642,2576,31
224660,423,30
224660,91,31
224679,752,30
224679,171,31
224758,28,30
224758,12,31
224776,661,30
224776,141,31
224828,22,30
224828,11,31
224891,449,30
224891,187,31
224961,543,30
224961,129,31
225070,1365,30
225070,483,31
225201,889,30
225201,66,31
225247,1520,30
225247,392,31
225308,2047,30
225308,774,31
225371,1225,30
225371,433,31
225399,2160,30
225399,576,31
225414,2692,30
225414,227,31
225423,16386,30
225423,3586,31
225432,6323,30
225432,829,31
225502,1586,30
225502,313,31
225511,25399,30
225511,4263,31
225520,1088,30
225520,362,31
225548,959,30
225548,325,31
225575,917,30
225575,145,31
225627,4488,30
225627,776,31
225779,42,30
225779,40,31
225788,79,30
225788,76,31
225876,260,30
225876,141,31
225885,829,30
225885,269,31
225991,117,30
225991,25,31
226019,2624,30
226019,911,31
226091,6161,30
226091,1466,31
226107,922,30
226107,265,31
226116,784,30
226116,305,31
226125,153,30
226125,46,31
226134,2352,30
226134,687,31
226152,4849,30
226152,1096,31
226204,1370,30
226204,356,31
226231,1245,30
226231,260,31
226277,888,30
226277,232,31
226374,54,30
226374,16,31
226383,1267,30
226383,320,31
226408,776,30
226408,194,31
226471,2994,30
226471,746,31
226578,3453,30
226578,982,31
226587,932,30
226587,284,31
226675,299,30
226806,1553,30
226806,427,31
226833,4122,30
226833,734,31
226860,37,30
226860,14,31
226879,131,30
226879,15,31
226903,344,30
226903,293,31
226930,1622,30
226930,500,31
227003,195,30
227003,30,31
227058,117,30
227058,47,31
227146,3181,30
227146,1224,31
227155,5,30
227155,1,31
227182,19098,30
227182,6391,31
227191,2252,30
227191,396,31
227216,25486,30
227216,4760,31
227225,1421,30
227225,484,31
227298,229,30
227298,110,31
227304,1960,30
227304,613,31
227313,135,30
227313,133,31
227322,169,30
227322,168,31
227331,1176,30
227331,213,31
227368,17844,30
227368,3616,31
227377,1345,30
227377,385,31
227386,1348,30
227386,382,31
227401,1757,30
227401,696,31
227429,401,30
227429,103,31
227526,6817,30
227526,1823,31
227687,964,30
227687,324,31
227748,239,30
227748,41,31
227757,3824,30
227757,977,31
227766,4141,30
227766,763,31
227836,265,30
227836,136,31
227845,3608,30
227845,863,31
227854,1172,30
227854,292,31
227863,1381,30
227863,272,31
227881,14497,30
227881,2667,31
227924,3199,30
227924,676,31
227979,6054,30
227979,2012,31
228042,1029,30
228042,302,31
228088,29,30
228088,15,31
228149,2180,30
228149,586,31
228158,4318,30
228158,1277,31
228185,43,30
228185,19,31
228200,326,30
228200,188,31
228219,349,30
228219,121,31
228246,6294,30
228246,1521,31
228282,68,30
228282,40,31
228316,1874,30
228316,692,31
228325,1506,30
228325,325,31
228343,1464,30
228343,381,31
228431,9571,30
228431,2342,31
228459,28180,30
228459,5513,31
228468,669,30
228468,134,31
228486,137,30
228486,55,31
228501,1377,30
228501,348,31
228529,8059,30
228529,2043,31
228547,13107,30
228547,3977,31
228608,1517,30
228608,358,31
228644,745,30
228653,628,30
228699,1217,30
228699,428,31
228705,5094,30
228705,1200,31
228723,44975,30
228723,8955,31
228769,16663,30
228769,2893,31
228778,37026,30
228778,8570,31
228787,14312,30
228787,3137,31
228796,13321,30
228796,3006,31
228802,4790,30
228802,815,31
228875,8591,30
228875,1887,31
228884,920,30
228884,264,31
228981,1212,30
228981,377,31
229018,2166,30
229018,446,31
229027,19995,30
229027,4306,31
229036,242,30
229036,106,31
229063,5776,30
229063,1219,31
229115,26588,30
229115,4690,31
229160,1487,30
229160,301,31
229179,7006,30
229179,1278,31
229267,2244,30
229267,662,31
229300,555,30
229337,1281,30
229355,5909,30
229355,2477,31
229416,1654,30
229416,378,31
229425,45,30
229425,20,31
229504,1000,30
229504,320,31
229522,41,30
229522,24,31
229540,1034,30
229540,395,31
229656,186,30
229656,80,31
229780,1073,30
229780,316,31
229799,2124,30
229799,837,31
229814,5650,30
229814,1304,31
229832,476,30
229832,268,31
229841,2849,30
229841,1190,31
229887,1152,30
229887,209,31
229957,21,30
229957,12,31
230010,417,30
230010,85,31
230038,28012,30
230038,5162,31
230047,2383,30
230047,437,31
230056,134,30
230056,23,31
230065,55,30
230065,7,31
230135,50,30
230135,23,31
230144,148,30
230144,99,31
230162,532,30
230162,121,31
230171,5529,30
230171,1903,31
230199,59,30
230199,11,31
230205,18,30
230205,9,31
230214,157,30
230214,15,31
230366,234,30
230366,43,31
230418,1405,30
230418,394,31
230490,399,30
230490,48,31
230597,3110,30
230597,1429,31
230603,5601,30
230603,1485,31
230621,235,30
230621,22,31
230630,166,30
230630,15,31
230676,134,30
230676,31,31
230728,16888,30
230728,4096,31
230737,16975,30
230737,2977,31
230746,7231,30
230746,2086,31
230764,17081,30
230764,3319,31
230782,10265,30
230782,2182,31
230807,2003,30
230807,430,31
230816,679,30
230816,196,31
230834,1730,30
230834,475,31
230852,2594,30
230852,646,31
230861,792,30
230861,150,31
230889,174,30
230889,9,31
230898,472,30
230898,125,31
230913,881,30
230913,208,31
230931,961,30
230931,261,31
230940,188,30
230940,55,31
230959,2496,30
230959,606,31
230977,257,30
230977,52,31
230995,2445,30
230995,797,31
231004,86,30
231004,28,31
231059,1839,30
231059,458,31
231077,202,30
231077,52,31
231086,351,30
231086,76,31
231095,110,30
231095,27,31
231165,1020,30
231165,213,31
231174,9940,30
231174,2484,31
231280,54,30
231280,44,31
231411,599,30
231411,157,31
231420,828,30
231420,236,31
231536,1236,30
231536,456,31
231554,788,30
231554,179,31
231581,1870,30
231581,600,31
231624,6206,30
231624,1504,31
231651,2091,30
231651,275,31
231688,18,30
231688,1,31
231697,990,30
231697,449,31
231712,4856,30
231712,1228,31
231721,11,30
231721,2,31
231785,273,30
231785,57,31
231828,285,30
231828,41,31
231837,615,30
231837,47,31
231873,422,30
231873,154,31
231882,1002,30
231882,355,31
232016,88,30
232016,13,31
232025,995,30
232025,284,31
232043,1081,30
232043,222,31
232052,149,30
232052,66,31
232089,1271,30
232089,451,31
232186,19024,30
232186,3175,31
232195,1957,30
232195,700,31
232256,1026,30
232256,283,31
232265,3652,30
232265,1263,31
232308,639,30
232308,224,31
232414,2524,30
232414,628,31
232423,18467,30
232423,4501,31
232450,2229,30
232450,752,31
232502,10,30
232557,27100,30
232557,3377,31
232566,3951,30
232566,901,31
232575,1397,30
232575,603,31
232609,1934,30
232609,521,31
232618,36,30
232672,844,30
232672,226,31
232681,3850,30
232681,935,31
232706,2121,30
232706,439,31
232724,9,30
232788,948,30
232788,341,31
232797,299,30
232797,17,31
232867,1444,30
232867,502,31
232885,148,30
232919,239,30
232919,65,31
232937,4000,30
232937,1016,31
232946,17191,30
232946,5793,31
232982,15173,30
232982,2727,31
233019,934,30
233019,318,31
233037,266,30
233037,82,31
233082,9,30
233091,259,30
233091,58,31
233116,1038,30
233116,359,31
233277,8091,30
233277,1747,31
233286,68,30
233286,61,31
233295,1409,30
233295,396,31
233301,644,30
233301,187,31
233310,503,30
233310,183,31
233329,298,30
233329,69,31
233338,945,30
233338,488,31
233356,237,30
233374,2998,30
233374,815,31
233408,264,30
233408,2,31
233426,1919,30
233426,508,31
233480,26,30
233541,2016,30
233541,458,31
233611,756,30
233611,268,31
233639,675,30
233639,249,31
233648,1088,30
233648,402,31
233666,11,30
233666,10,31
233684,1170,30
233684,34,31
233718,316,30
233718,134,31
233754,2614,30
233754,815,31
233772,8356,30
233772,2443,31
233897,1278,30
233897,330,31
233903,904,30
233903,346,31
233921,25175,30
233921,5921,31
233949,2051,30
233949,866,31
234030,20050,30
234030,4139,31
234076,15420,30
234076,3682,31
234085,1713,30
234085,454,31
234119,19,30
234119,17,31
234137,261,30
234137,68,31
234155,4022,30
234155,1026,31
234164,1311,30
234164,365,31
234173,1292,30
234173,368,31
234207,1818,30
234207,466,31
234359,177,30
234359,75,31
234377,800,30
234377,334,31
234401,25,30
234401,11,31
234492,764,30
234492,113,31
234650,46,30
234650,11,31
234669,2374,30
234669,446,31
234696,384,30
234696,36,31
234711,1294,30
234711,318,31
234827,9405,30
234827,1892,31
234845,1395,30
234845,359,31
234915,223,30
234915,,31
234924,158,30
234924,13,31
234933,4483,30
234933,969,31
234951,1496,30
234951,337,31
234979,3338,30
234979,898,31
235024,667,30
235024,172,31
235088,259,30
235088,185,31
235097,9507,30
235097,1671,31
235103,2231,30
235103,367,31
235149,2899,30
235149,733,31
235158,141,30
235158,17,31
235167,3456,30
235167,559,31
235237,2297,30
235237,418,31
235307,88,30
235307,20,31
235316,5029,30
235316,1270,31
235334,1010,30
235334,285,31
235343,3825,30
235343,704,31
235352,78,30
235352,23,31
235422,727,30
235422,108,31
235431,2970,30
235431,442,31
235501,85,30
235501,59,31
235547,176,30
235583,164,30
235583,28,31
235671,912,30
235671,158,31
235699,1089,30
235699,151,31
235750,737,30
235750,205,31
235954,25,30
235954,1,31
236018,88,30
236018,24,31
236072,1362,30
236072,143,31
236133,886,30
236133,197,31
236188,3019,30
236188,427,31
236212,837,30
236212,252,31
236230,2692,30
236230,678,31
236258,816,30
236258,146,31
236328,2487,30
236328,674,31
236382,822,30
236382,197,31
236452,1036,30
236452,237,31
236504,908,30
236504,164,31
236513,2090,30
236513,209,31
236577,2995,30
236577,683,31
236595,4463,30
236595,978,31
236610,2074,30
236610,344,31
236638,1771,30
236638,530,31
236656,2349,30
236656,449,31
236692,3942,30
236692,841,31
236708,3763,30
236708,1099,31
236744,78,30
236744,40,31
236753,3801,30
236753,902,31
236887,1719,30
236887,437,31
236896,1585,30
236896,386,31
236939,21534,30
236939,4449,31
236948,28165,30
236948,6413,31
236975,1907,30
236975,436,31
237011,13354,30
237011,2859,31
237039,1624,30
237039,340,31
237057,1450,30
237057,405,31
237066,2246,30
237066,592,31
237109,1857,30
237109,345,31
237118,934,30
237118,260,31
237127,23,30
237127,5,31
237136,156,30
237136,41,31
237145,40,30
237145,7,31
237172,96,30
237172,93,31
237181,631,30
237181,164,31
237215,1116,30
237215,213,31
237242,63,30
237242,24,31
237303,75,30
237303,30,31
237312,1209,30
237312,297,31
237321,57,30
237321,8,31
237330,1868,30
237330,469,31
237358,771,30
237358,221,31
237367,3259,30
237367,791,31
237385,1054,30
237385,320,31
237437,428,30
237437,86,31
237473,128,30
237473,108,31
237491,50,30
237491,18,31
237525,7917,30
237525,1882,31
237543,77,30
237543,42,31
237552,96,30
237552,29,31
237561,62,30
237561,25,31
237570,97,30
237570,17,31
237598,104,30
237598,13,31
237613,55,30
237613,17,31
237640,390,30
237640,115,31
237686,1511,30
237686,345,31
237701,1089,30
237701,610,31
237729,81,30
237729,36,31
237783,649,30
237783,129,31
237792,2697,30
237792,559,31
237817,1196,30
237817,414,31
237844,145,30
237844,83,31
237899,1762,30
237899,410,31
237905,45,30
237932,1801,30
237932,434,31
237950,975,30
237950,299,31
237969,1362,30
237969,387,31
237978,106,30
237978,17,31
237987,137,30
237987,33,31
237996,476,30
237996,77,31
238005,71,30
238005,26,31
238014,853,30
238014,298,31
238032,20524,30
238032,5108,31
238078,790,30
238078,222,31
238096,30,30
238096,9,31
238166,66,30
238166,17,31
238175,117,30
238175,40,31
238193,1061,30
238193,163,31
238263,4120,30
238263,837,31
238324,233,30
238324,36,31
238333,1310,30
238333,382,31
238397,822,30
238397,173,31
238430,1201,30
238430,164,31
238458,2715,30
238458,667,31
238476,2644,30
238476,722,31
238573,112,30
238616,2691,30
238616,472,31
238661,1446,30
238661,263,31
238722,2215,30
238722,347,31
238759,1323,30
238759,369,31
238786,23,30
238786,4,31
238810,34,30
238810,20,31
238980,808,30
238980,192,31
239008,663,30
239008,115,31
239017,1492,30
239017,374,31
239071,669,30
239071,193,31
239080,1184,30
239080,267,31
239105,7919,30
239105,2002,31
239220,858,30
239220,144,31
239248,4523,30
239248,1347,31
239309,617,30
239309,174,31
239318,2525,30
239318,550,31
239372,855,30
239372,195,31
239390,676,30
239390,118,31
239442,327,30
239442,128,31
239460,1373,30
239460,338,31
239488,2362,30
239488,467,31
239512,557,30
239512,168,31
239628,776,30
239628,214,31
239716,2048,30
239716,583,31
239743,214,30
239743,56,31
239877,38,30
239877,25,31
239910,770,30
239910,312,31
239929,152,30
239929,55,31
240055,5707,30
240055,2571,31
240107,1482,30
240107,311,31
240116,2009,30
240116,611,31
240125,1589,30
240125,304,31
240170,2357,30
240170,528,31
240189,10046,30
240189,2199,31
240198,1112,30
240198,266,31
240240,104,30
240240,29,31
240268,9350,30
240268,2304,31
240277,4042,30
240277,845,31
240329,9142,30
240329,2089,31
240338,915,30
240338,228,31
240365,8264,30
240365,1487,31
240374,3247,30
240374,634,31
240392,788,30
240392,73,31
240417,6804,30
240417,1562,31
240426,1806,30
240426,371,31
240444,28201,30
240444,6414,31
240453,17373,30
240453,3079,31
240462,6950,30
240462,1549,31
240471,4780,30
240471,1112,31
240480,7679,30
240480,1571,31
240505,1694,30
240505,567,31
240514,612,30
240514,229,31
240596,445,30
240596,180,31
240620,1705,30
240620,441,31
240657,976,30
240657,410,31
240666,1321,30
240666,536,31
240693,921,30
240693,195,31
240709,30,30
240709,22,31
240718,518,30
240718,192,31
240727,8099,30
240727,1534,31
240736,702,30
240736,292,31
240745,889,30
240745,289,31
240754,2750,30
240754,432,31
240790,818,30
240790,274,31
240879,211,30
240879,209,31
240985,293,30
240985,171,31
241100,527,30
241100,98,31
241128,659,30
241128,93,31
241146,1165,30
241146,654,31
241182,544,30
241182,218,31
241191,1137,30
241191,154,31
241216,1079,30
241216,258,31
241225,1048,30
241225,182,31
241304,580,30
241304,143,31
241331,176,30
241331,47,31
241377,1007,30
241377,146,31
241386,267,30
241386,21,31
241395,538,30
241395,76,31
241410,4570,30
241410,937,31
241517,597,30
241517,92,31
241614,162,30
241614,36,31
241720,1284,30
241720,259,31
241739,8857,30
241739,2041,31
241766,280,30
241766,23,31
241836,734,30
241836,123,31
241906,339,30
241906,115,31
241951,414,30
241951,70,31
242042,595,30
242042,301,31
242112,732,30
242112,160,31
242121,389,30
242121,104,31
242130,379,30
242130,114,31
242149,393,30
242149,185,31
242316,236,30
242316,221,31
242413,252,30
242413,31,31
242422,11150,30
242422,7951,31
242556,713,30
242556,416,31
242565,659,30
242565,267,31
242583,657,30
242583,320,31
242617,3616,30
242617,925,31
242626,3354,30
242626,782,31
242635,3292,30
242635,692,31
242644,1706,30
242644,470,31
242653,5093,30
242653,629,31
242662,4131,30
242662,937,31
242680,1725,30
242680,383,31
242699,1443,30
242699,252,31
242705,3772,30
242705,893,31
242750,106,30
242750,15,31
242820,1231,30
242820,567,31
242945,179,30
242945,110,31
242954,62,30
242954,58,31
242972,3556,30
242972,1040,31
242981,888,30
242981,171,31
243072,1851,30
243072,265,31
243106,3138,30
243106,955,31
243115,3834,30
243115,933,31
243133,4282,30
243133,1145,31
243142,3174,30
243142,928,31
243151,3479,30
243151,807,31
243179,3698,30
243179,965,31
243188,1367,30
243188,651,31
243197,11286,30
243197,2332,31
243203,366,30
243212,3401,30
243212,889,31
243221,11997,30
243221,2727,31
243346,7720,30
243346,1601,31
243443,3606,30
243443,591,31
243568,104,30
243568,16,31
243577,1492,30
243577,389,31
243586,1278,30
243586,260,31
243601,10160,30
243601,2266,31
243638,1470,30
243638,600,31
243647,358,30
243647,125,31
243665,1420,30
243665,315,31
243744,7032,30
243744,1738,31
243780,29301,30
243780,7380,31
243799,56,30
243799,2,31
243823,200,30
243823,35,31
243832,971,30
243832,81,31
243841,645,30
243841,213,31
244233,272,30
244233,11,31
244279,187,30
244279,42,31
244437,6390,30
244437,1726,31
244446,823,30
244446,170,31
244561,153,30
244561,55,31
244613,114,30
244613,70,31
245069,19,30
245069,12,31
245281,47,30
245281,1,31
245290,42,30
245290,32,31
245342,880,30
245342,110,31
245421,33,30
245421,2,31
245430,49,30
245430,9,31
245625,563,30
245625,214,31
245652,320,30
245652,67,31
245731,13,30
245777,57,30
245838,77,30
245847,84,30
245883,12,30
245892,18,30
245953,1832,30
245953,135,31
245962,355,30
245962,88,31
245980,39,30
245980,23,31
245999,475,30
245999,186,31
246017,173,30
246017,52,31
246035,240,30
246035,46,31
246071,60,30
246071,4,31
246202,197,30
246202,66,31
246266,352,30
246266,116,31
246354,1517,30
246354,494,31
246406,48,30
246406,17,31
246415,14,30
246415,4,31
246460,122,30
246460,62,31
246813,957,30
246813,235,31
246895,236,30
246895,46,31
246974,398,30
246974,26,31
247010,22,30
247010,5,31
247047,72,30
247047,8,31
247065,141,30
247065,26,31
247153,196,30
247153,68,31
247162,,30
247162,,31
247409,135,30
247409,54,31
247603,1418,30
247603,479,31
247649,364,30
247649,94,31
247700,13,30
247700,,31
247773,61,30
247773,13,31
247825,4,30
247834,9533,30
247834,3125,31
247940,1471,30
247940,432,31
248192,15,30
248192,3,31
248305,56,30
248305,22,31
248527,36,30
248527,28,31
248606,375,30
248606,84,31
248624,53,30
248624,27,31
248633,83,30
248633,52,31
248660,134,30
248660,10,31
248703,104,30
248703,103,31
248846,69,30
248846,32,31
248882,61,30
248882,,31
248925,763,30
248925,275,31
248934,11065,30
248934,1593,31
249140,350,30
249140,130,31
249238,259,30
249238,36,31
249566,238,30
249566,207,31
249609,140,30
249609,32,31
250027,206,30
250027,93,31
250072,61,30
250072,60,31
250285,263,30
250285,29,31
250601,178,30
250601,12,31
250744,389,30
250744,132,31
250902,40,30
250902,34,31
250993,56,30
250993,34,31
251075,116,30
251075,36,31
251260,2456,30
251260,956,31
251312,506,30
251312,13,31
260293,4,30
260293,1,31
260336,16,30
260336,5,31
260354,70,30
260354,22,31
260363,37,30
260363,19,31
260372,102,30
260372,27,31
260664,153,30
260664,123,31
260691,1037,30
260691,320,31
260789,599,30
260789,60,31
260813,221,30
260901,3642,30
260901,6,31
260910,121,30
260910,,31
260929,163,30
260929,19,31
260947,16,30
260947,1,31
260965,80,30
260965,36,31
260992,277,30
260992,51,31
261436,787,30
261436,273,31
261676,90,30
261676,33,31
261685,92,30
261685,14,31
261719,147,30
261719,52,31
261773,19,30
261773,2,31
261861,96,30
261861,28,31
262031,3217,30
262031,1044,31
262086,1097,30
262086,5,31
262129,861,30
262129,231,31
262332,601,30
262341,612,30
262341,282,31
262369,96,30
262369,68,31
262402,113,30
262402,40,31
262466,65,30
262466,3,31
362700,373,30
362700,18,31
362782,164,30
362782,6,31
363013,56,30
363013,11,31
363077,83,30
363077,14,31
363147,113,30
363147,13,31
363165,434,30
363165,119,31
363439,163,30
363439,77,31
363590,250,30
363590,52,31
363633,331,30
363633,82,31
363679,99,30
363679,39,31
363712,28,30
363712,11,31
363882,49,30
363882,10,31
363907,560,30
363907,53,31
363916,258,30
363916,29,31
363934,479,30
363934,79,31
364016,2185,30
364016,753,31
364025,3625,30
364025,1226,31
364122,6,30
364168,163,30
364168,89,31
364548,143,30
364548,132,31
364575,20,30
364575,8,31
364627,88,30
364627,52,31
364636,102,30
364636,45,31
364751,87,30
364751,24,31
364760,23,30
364760,13,31
364946,120,30
364946,50,31
364955,263,30
364955,91,31
364964,74,30
364964,28,31
364973,257,30
365055,53,30
365091,254,30
365091,64,31
365125,118,30
365125,14,31
365198,66,30
365198,30,31
365204,4701,30
365204,1786,31
365213,105,30
365213,18,31
365240,35,30
365240,8,31
365374,285,30
365374,59,31
365383,147,30
365383,130,31
365480,124,30
365480,60,31
365505,51,30
365505,51,31
365693,101,30
365693,87,31
365763,47,30
365763,22,31
365824,187,30
365824,79,31
365833,188,30
365833,95,31
366003,68,30
366003,17,31
366155,25,30
366155,20,31
366191,1184,30
366191,313,31
366252,4582,30
366252,1204,31
366261,227,30
366261,55,31
366270,280,30
366270,18,31
366289,130,30
366289,76,31
366340,141,30
366340,42,31
366395,14038,30
366395,4077,31
366401,2943,30
366401,876,31
366438,31,30
366438,25,31
366465,715,30
366465,169,31
366535,386,30
366535,104,31
366553,637,30
366553,97,31
366571,21,30
366623,36,30
366623,13,31
366632,29,30
366632,29,31
366711,10444,30
366711,2058,31
366748,297,30
366748,15,31
366960,229,30
366960,73,31
367024,320,30
367024,2,31
367051,64,30
367051,24,31
367088,44,30
367088,4,31
367097,72,30
367097,24,31
367103,73,30
367103,20,31
367112,414,30
367112,152,31
367158,68,30
367158,29,31
367194,326,30
367194,72,31
367334,72,30
367334,57,31
367361,46,30
367361,5,31
367431,24,30
367431,16,31
367459,2465,30
367459,934,31
367839,74,30
367839,13,31
367875,257,30
367875,231,31
367884,892,30
367884,123,31
367936,123,30
367936,9,31
367972,126,30
367981,25,30
367981,2,31
368036,29,30
368036,15,31
368230,115,30
368230,47,31
368364,132,30
368364,8,31
368407,78,30
368407,26,31
368443,566,30
368443,182,31
368452,263,30
368452,90,31
368540,29,30
368540,14,31
368629,607,30
368629,167,31
368647,17,30
368771,63,30
368780,324,30
368780,123,31
368832,28,30
368832,5,31
368911,415,30
368911,137,31
369109,38,30
369109,14,31
369400,2489,30
369400,505,31
369419,924,30
369419,760,31
369446,28,30
369446,4,31
369455,92,30
369516,282,30
369516,29,31
369668,255,30
369668,191,31
369686,246,30
369686,132,31
369695,144,30
369695,62,31
369783,414,30
369783,92,31
369862,241,30
369862,93,31
369905,120,30
369905,5,31
369950,155,30
369950,31,31
371034,13,30
371034,3,31
371052,371,30
371052,131,31
371690,402,30
371690,7,31
371830,68,30
371830,11,31
371928,113,30
371928,47,31
371964,318,30
371964,71,31
372000,41,30
372000,7,31
372028,161,30
372028,89,31
372073,277,30
372073,19,31
372082,77,30
372082,46,31
372240,30,30
372240,6,31
372329,450,30
372329,387,31
372356,60,30
372356,13,31
372462,116,30
372462,9,31
372718,183,30
372718,7,31
372921,652,30
372921,144,31
372958,405,30
372958,58,31
373058,102,30
373058,15,31
373085,158,30
373085,13,31
373216,62,30
373216,38,31
373456,11,30
373456,10,31
373526,222,30
373526,179,31
373678,114,30
373678,6,31
373696,148,30
373696,55,31
373711,52,30
373711,8,31
373784,558,30
373784,111,31
374316,62,30
374316,10,31
374343,42,30
374343,16,31
374574,306,30
374574,90,31
374592,78,30
374592,73,31
374875,423,30
374875,138,31
374927,30,30
374927,15,31
374972,284,30
374972,17,31
374990,53,30
374990,8,31
375106,92,30
375106,52,31
375230,121,30
375230,18,31
375300,92,30
375300,54,31
375319,19,30
375373,205,30
375373,7,31
375407,103,30
375407,33,31
375416,564,30
375416,140,31
375489,214,30
375540,41,30
375540,18,31
375568,22,30
375568,16,31
375656,26,30
375656,8,31
375683,229,30
375683,73,31
375692,45,30
375692,21,31
375708,18,30
375708,16,31
375717,40,30
375717,30,31
375726,97,30
375726,27,31
375735,31,30
375735,24,31
375744,75,30
375744,15,31
375753,8,30
375753,4,31
375762,36,30
375762,11,31
375841,121,30
375939,226,30
375939,24,31
375966,26,30
375966,2,31
375984,215,30
375984,117,31
376224,499,30
376224,86,31
376242,119,30
376242,39,31
376288,86,30
376288,40,31
376321,774,30
376321,504,31
376330,208,30
376330,49,31
376385,360,30
376385,189,31
376446,42,30
376446,3,31
376631,17,30
376631,11,31
376677,115,30
376677,6,31
376695,672,30
376695,274,31
377111,532,30
377111,141,31
377193,10,30
377193,5,31
377218,166,30
377218,25,31
377272,30,30
