UNITID,EFFT,EFLEVEL
199786,1633,30
199786,498,31
199795,341,30
199795,87,31
199838,892,30
199838,207,31
199847,4899,30
199847,1304,31
199856,7621,30
199856,1817,31
199865,643,30
199865,185,31
199883,144,30
199892,1416,30
199892,350,31
199908,706,30
199908,202,31
199926,1116,30
199926,228,31
199953,573,30
199953,153,31
199962,2044,30
199962,625,31
199971,32,30
199971,1,31
199980,63,30
199980,14,31
199999,4096,30
199999,940,31
200004,7814,30
200004,1912,31
200013,331,30
200013,26,31
200022,2212,30
200022,815,31
200059,904,30
200059,181,31
200086,179,30
200086,27,31
200110,57,30
200110,29,31
200129,42,30
200129,21,31
200156,912,30
200156,262,31
200165,44,30
200165,16,31
200192,481,30
200192,187,31
200208,92,30
200208,22,31
200217,1731,30
200217,406,31
200226,609,30
200226,133,31
200253,2019,30
200253,312,31
200262,5,30
200262,2,31
200280,8787,30
200280,1903,31
200305,1737,30
200305,693,31
200314,343,30
200314,148,31
200332,10631,30
200332,2471,31
200341,618,30
200341,241,31
200387,33,30
200387,5,31
200466,216,30
200466,57,31
200484,162,30
200484,54,31
200527,493,30
200527,121,31
200554,422,30
200554,124,31
200572,725,30
200572,158,31
200590,69,30
200590,11,31
200624,30,30
200624,11,31
200633,115,30
200633,43,31
200785,273,30
200785,51,31
200800,13367,30
200800,2994,31
200828,51,30
200828,8,31
200846,639,30
200846,302,31
200873,59,30
200873,18,31
201016,78,30
201016,24,31
201034,165,30
201034,74,31
201061,184,30
201061,55,31
201098,37,30
201098,26,31
201104,3262,30
201104,620,31
201131,100,30
201131,53,31
201140,,30
201140,,31
201159,85,30
201159,63,31
201177,101,30
201177,16,31
201195,3013,30
201195,705,31
201283,490,30
201283,153,31
201371,723,30
201371,208,31
201399,173,30
201399,25,31
201432,849,30
201432,321,31
201441,13111,30
201441,3521,31
201469,175,30
201469,17,31
201478,139,30
201478,93,31
201496,317,30
201496,184,31
201539,75,30
201539,12,31
201548,2450,30
201548,613,31
201645,4973,30
201645,1265,31
201654,3010,30
201654,769,31
201672,655,30
201672,213,31
201681,112,30
201681,105,31
201690,1601,30
201690,630,31
201751,138,30
201751,36,31
201803,84,30
201803,83,31
201821,342,30
201821,73,31
201858,619,30
201858,197,31
201867,90,30
201885,21445,30
201885,4976,31
201928,2421,30
201928,761,31
201946,1451,30
201946,521,31
201955,3011,30
201955,1117,31
201964,2452,30
201964,411,31
201973,1344,30
201973,227,31
201982,46,30
201982,41,31
202046,609,30
202046,161,31
202055,98,30
202055,42,31
202073,233,30
202073,60,31
202134,9148,30
202134,1892,31
202152,156,30
202152,81,31
202161,397,30
202161,114,31
202170,997,30
202170,240,31
202222,6490,30
202222,1898,31
202356,4937,30
202356,1232,31
202435,24,30
202435,5,31
202453,22,30
202453,13,31
202480,7867,30
202480,1823,31
202514,507,30
202514,136,31
202523,2259,30
202523,637,31
202648,560,30
202648,216,31
202657,308,30
202657,115,31
202684,117,30
202684,15,31
202763,2561,30
202763,544,31
202806,1246,30
202806,12,31
202888,32,30
202888,14,31
202903,170,30
202903,51,31
202912,138,30
202912,19,31
202949,336,30
202949,213,31
202985,50,30
202985,4,31
203030,104,30
203030,23,31
203085,1105,30
203085,371,31
203128,842,30
203128,207,31
203146,438,30
203146,164,31
203155,2264,30
203155,754,31
203234,111,30
203234,49,31
203289,55,30
203289,10,31
203331,1024,30
203331,291,31
203368,2910,30
203368,715,31
203386,1038,30
203386,66,31
203438,52,30
203438,28,31
203447,501,30
203447,146,31
203456,141,30
203456,65,31
203465,1953,30
203465,610,31
203474,639,30
203474,212,31
203483,570,30
203483,223,31
203492,520,30
203492,150,31
203517,19034,30
203517,4304,31
203526,541,30
203526,267,31
203535,1688,30
203535,487,31
203544,306,30
203544,50,31
203580,723,30
203580,219,31
203599,1607,30
203599,547,31
203614,410,30
203614,192,31
203678,956,30
203678,374,31
203720,202,30
203720,39,31
203739,139,30
203739,25,31
203748,2831,30
203748,882,31
203757,842,30
203757,212,31
203775,1135,30
203775,309,31
203845,1042,30
203845,245,31
203881,404,30
203881,129,31
203942,45,30
203942,44,31
203960,497,30
203960,46,31
204006,1904,30
204006,519,31
204015,1076,30
204015,263,31
204024,16109,30
204024,3798,31
204060,35,30
204121,54,30
204121,24,31
204158,368,30
204158,151,31
204176,635,30
204176,99,31
204185,2100,30
204185,642,31
204194,1708,30
204194,451,31
204200,996,30
204200,242,31
204255,693,30
204255,218,31
204264,1292,30
204264,319,31
204316,213,30
204316,28,31
204334,33,30
204334,5,31
204422,636,30
204422,312,31
204431,21,30
204431,7,31
204440,468,30
204440,126,31
204459,100,30
204459,20,31
204468,1247,30
204468,285,31
204486,3415,30
204486,987,31
204501,2869,30
204501,762,31
204608,1023,30
204608,448,31
204617,998,30
204617,227,31
204626,198,30
204626,24,31
204635,2047,30
204635,598,31
204662,638,30
204662,306,31
204671,839,30
204671,366,31
204680,937,30
204680,441,31
204699,901,30
204699,389,31
204705,2147,30
204705,1235,31
204714,116,30
204714,33,31
204723,233,30
204723,90,31
204769,127,30
204769,69,31
204778,138,30
204778,94,31
204796,41666,30
204796,7931,31
204802,371,30
204802,129,31
204820,1123,30
204820,343,31
204839,909,30
204839,216,31
204848,1106,30
204848,378,31
204857,17794,30
204857,4299,31
204866,871,30
204866,267,31
204884,192,30
204884,50,31
204893,39,30
204893,10,31
204909,1621,30
204909,486,31
204936,2247,30
204936,646,31
204945,2660,30
204945,858,31
204963,25,30
204963,21,31
204981,43,30
204981,19,31
205027,90,30
205027,13,31
205054,392,30
205054,51,31
205090,33,30
205124,47,30
205124,14,31
205142,120,30
205142,20,31
205179,861,30
205179,75,31
205203,808,30
205203,256,31
205391,191,30
205391,96,31
205443,2965,30
205443,848,31
205470,5616,30
205470,1834,31
205513,25,30
205559,73,30
205559,40,31
205610,249,30
205647,152,30
205647,12,31
205841,3156,30
205841,1000,31
205887,300,30
205887,25,31
205957,1986,30
205957,453,31
205966,747,30
205966,273,31
206011,460,30
206011,127,31
206039,39,30
206039,18,31
206048,1748,30
206048,445,31
206084,12810,30
206084,3301,31
206154,13,30
206154,1,31
206172,53,30
206172,29,31
206181,151,30
206181,36,31
206224,80,30
206224,10,31
206279,399,30
206279,10,31
206321,55,30
206321,19,31
206330,417,30
206330,92,31
206349,463,30
206349,106,31
206394,57,30
206394,21,31
206437,1778,30
206437,439,31
206446,580,30
206446,201,31
206482,66,30
206482,20,31
206491,496,30
206491,213,31
206507,1069,30
206507,310,31
206525,1844,30
206525,553,31
206589,1972,30
206589,545,31
206604,9582,30
206604,2232,31
206613,890,30
206613,283,31
206622,4292,30
206622,1111,31
206695,8618,30
206695,2041,31
206783,23,30
206783,2,31
206817,935,30
206817,399,31
206835,634,30
206835,224,31
206862,1556,30
206862,268,31
206880,53,30
206880,18,31
206905,107,30
206905,19,31
206914,3048,30
206914,651,31
206923,1293,30
206923,478,31
206932,86,30
206932,6,31
206941,10466,30
206941,2230,31
206969,19,30
206969,18,31
206996,1313,30
206996,569,31
207041,2829,30
207041,586,31
207050,810,30
207050,302,31
207069,572,30
207069,260,31
207087,33,30
207087,13,31
207102,99,30
207102,44,31
207157,262,30
207157,59,31
207166,10,30
207166,5,31
207209,1835,30
207209,665,31
207236,1176,30
207236,448,31
207254,1073,30
207254,255,31
207263,4843,30
207263,879,31
207272,24,30
207272,6,31
207281,1960,30
207281,742,31
207290,1569,30
207290,803,31
207306,1423,30
207306,391,31
207324,1778,30
207324,445,31
207342,774,30
207351,885,30
207351,223,31
207388,18330,30
207388,3930,31
207397,2694,30
207397,667,31
207403,1852,30
207403,566,31
207449,4505,30
207449,1138,31
207458,1621,30
207458,329,31
207500,18218,30
207500,3689,31
207537,25,30
207537,1,31
207564,1667,30
207564,519,31
207582,2601,30
207582,474,31
207625,315,30
207625,76,31
207661,2354,30
207661,610,31
207670,2798,30
207670,1064,31
207689,460,30
207689,97,31
207704,52,30
207704,11,31
207722,714,30
207722,184,31
207740,888,30
207740,362,31
207786,28,30
207786,27,31
207847,2405,30
207847,501,31
207856,636,30
207856,159,31
207865,3658,30
207865,971,31
207935,5371,30
207935,1935,31
207962,840,30
207962,331,31
207971,3248,30
207971,713,31
208017,23,30
208017,13,31
208026,89,30
208026,67,31
208035,629,30
208035,299,31
208044,26,30
208044,9,31
208053,44,30
208053,41,31
208080,38,30
208080,11,31
208123,22,30
208123,19,31
208187,150,30
208187,16,31
208239,537,30
208239,61,31
208248,50,30
208248,3,31
208275,815,30
208275,289,31
208318,2496,30
208318,752,31
208390,4579,30
208390,738,31
208406,2673,30
208406,532,31
208415,341,30
208415,90,31
208433,54,30
208433,15,31
208479,602,30
208479,187,31
208488,1017,30
208488,228,31
208512,257,30
208512,28,31
208637,,30
208637,,31
208646,1689,30
208646,325,31
208655,102,30
208655,23,31
208725,113,30
208725,23,31
208822,2474,30
208822,634,31
208859,37,30
208859,31,31
209038,4191,30
209038,757,31
209056,2024,30
209056,506,31
209065,1584,30
209065,393,31
209074,2730,30
209074,1010,31
209083,86,30
209083,18,31
209108,135,30
209108,,31
209153,43,30
209153,30,31
209205,72,30
209205,12,31
209241,56,30
209241,2,31
209250,3120,30
209250,829,31
209287,363,30
209287,71,31
209296,24,30
209409,421,30
209409,81,31
209490,219,30
209506,2357,30
209506,346,31
209533,107,30
209533,26,31
209542,18395,30
209542,3523,31
209551,18309,30
209551,3942,31
209603,358,30
209603,79,31
209612,1815,30
209612,431,31
209667,65,30
209667,46,31
209676,107,30
209676,85,31
209694,27,30
209694,24,31
209700,161,30
209700,25,31
209719,30,30
209719,18,31
209746,11219,30
209746,1858,31
209807,13698,30
209807,1557,31
209825,3708,30
209825,961,31
209922,1370,30
209922,354,31
209940,1725,30
209940,406,31
209986,30,30
209986,13,31
210076,656,30
210076,52,31
210100,43,30
210100,10,31
210146,3507,30
210146,681,31
210155,1002,30
210155,443,31
210234,863,30
210234,333,31
210270,364,30
210270,107,31
210304,457,30
210304,91,31
210331,938,30
210331,237,31
210340,47,30
210340,9,31
210401,1850,30
210401,473,31
210429,4074,30
210429,860,31
210438,,30
210456,99,30
210474,56,30
210474,20,31
210483,185,30
210483,29,31
210492,287,30
210492,70,31
210571,2284,30
210571,596,31
210599,297,30
210599,97,31
210605,5602,30
210605,2007,31
210669,1865,30
210669,551,31
210711,30,30
210711,20,31
210739,1845,30
210739,500,31
210748,25,30
210748,6,31
210775,1717,30
210775,345,31
210784,81,30
210784,52,31
210809,,30
210890,173,30
210890,81,31
210906,67,30
210942,740,30
210942,174,31
210951,120,30
210951,20,31
210960,413,30
210960,56,31
211006,328,30
211006,37,31
211024,354,30
211024,80,31
211079,858,30
211079,324,31
211088,2262,30
211088,600,31
211149,152,30
211149,25,31
211158,8178,30
211158,1895,31
211200,344,30
211200,159,31
211273,1361,30
211273,407,31
211291,3525,30
211291,950,31
211307,2740,30
211307,1085,31
211316,65,30
211316,15,31
211334,39,30
211334,26,31
211343,1545,30
211343,651,31
211352,1383,30
211352,481,31
211361,4603,30
211361,880,31
211431,1093,30
211431,217,31
211440,6068,30
211440,1552,31
211468,882,30
211468,181,31
211477,326,30
211477,91,31
211556,706,30
211556,194,31
211583,1088,30
211583,238,31
211608,657,30
211608,181,31
211617,299,30
211617,110,31
211635,160,30
211644,3567,30
211644,920,31
211802,205,30
211802,32,31
211820,82,30
211820,18,31
211893,131,30
211893,18,31
211909,112,30
211909,46,31
211927,3553,30
211927,1010,31
211981,1766,30
211981,451,31
212009,2356,30
212009,610,31
212045,228,30
212045,79,31
212054,13258,30
212054,2324,31
212106,5851,30
212106,1546,31
212115,5616,30
212115,1299,31
212133,1758,30
212133,424,31
212160,4346,30
212160,1002,31
212197,1702,30
212197,442,31
212230,30,30
212230,20,31
212267,66,30
212267,34,31
212276,57,30
212276,35,31
212294,48,30
212294,18,31
212300,43,30
212300,19,31
212328,72,30
212328,37,31
212337,91,30
212337,46,31
212355,92,30
212355,53,31
212373,29,30
212373,15,31
212382,77,30
212382,35,31
212391,66,30
212391,29,31
212434,363,30
212434,138,31
212452,39,30
212452,9,31
212568,237,30
212568,15,31
212577,2222,30
212577,639,31
212601,2471,30
212601,626,31
212656,1304,30
212656,289,31
212674,2378,30
212674,696,31
212753,72,30
212753,46,31
212771,58,30
212805,2283,30
212805,583,31
212832,1824,30
212832,223,31
212869,1078,30
212869,222,31
212878,5323,30
212878,1688,31
212911,1261,30
212911,349,31
212975,187,30
212975,113,31
212984,1420,30
212984,328,31
212993,50,30
212993,9,31
213002,229,30
213002,36,31
213011,943,30
213011,216,31
213020,9957,30
213020,2298,31
213163,32,30
213181,279,30
213181,121,31
213215,90,30
213215,26,31
213233,403,30
213233,136,31
213251,1452,30
213251,394,31
213303,1087,30
213303,276,31
213321,1903,30
213321,570,31
213330,21,30
213330,15,31
213349,7282,30
213349,1691,31
213358,1151,30
213358,265,31
213367,3174,30
213367,869,31
213376,1131,30
213376,382,31
213385,2505,30
213385,649,31
213400,824,30
213400,164,31
213455,28,30
213455,14,31
213473,105,30
213473,15,31
213491,14,30
213491,10,31
213507,1598,30
213507,428,31
213525,2457,30
213525,956,31
213534,617,30
213534,267,31
213543,4990,30
213543,1249,31
213552,52,30
213552,36,31
213570,454,30
213570,115,31
213589,233,30
213589,77,31
213598,1667,30
213598,517,31
213613,3522,30
213613,819,31
213622,52,30
213622,6,31
213659,2518,30
213659,900,31
213668,1239,30
213668,343,31
213774,400,30
213774,104,31
213783,1921,30
213783,449,31
213826,1717,30
213826,323,31
213871,175,30
213871,51,31
213914,329,30
213914,108,31
213932,154,30
213987,2310,30
213987,711,31
213996,2648,30
213996,685,31
214023,20,30
214023,6,31
214041,5910,30
214041,1310,31
214069,1641,30
214069,423,31
214111,3689,30
214111,1359,31
214148,364,30
214148,71,31
214157,1793,30
214157,484,31
214166,1076,30
214166,272,31
214175,2312,30
214175,593,31
214254,311,30
214254,127,31
214272,1606,30
214272,375,31
214290,669,30
214290,231,31
214379,4406,30
214379,1441,31
214476,45,30
214476,5,31
214528,273,30
214528,69,31
214582,137,30
214582,47,31
214591,4147,30
214591,1155,31
214625,522,30
214625,194,31
214634,228,30
214634,60,31
214643,420,30
214643,124,31
214652,847,30
214652,243,31
214670,685,30
214670,225,31
214689,3321,30
214689,1190,31
214698,624,30
214698,223,31
214704,2526,30
214704,722,31
214713,3769,30
214713,1013,31
214731,1148,30
214731,324,31
214740,472,30
214740,162,31
214759,549,30
214759,189,31
214768,760,30
214768,302,31
214777,39883,30
214777,8445,31
214786,486,30
214786,157,31
214795,679,30
214795,263,31
214801,3038,30
214801,877,31
214810,621,30
214810,202,31
214829,830,30
214829,286,31
214883,318,30
214883,20,31
214892,254,30
214892,83,31
214944,201,30
214944,71,31
214971,187,30
214971,38,31
215008,74,30
215008,18,31
215044,99,30
215044,39,31
215053,223,30
215053,75,31
215062,10231,30
215062,2428,31
215099,2317,30
215099,485,31
215105,1667,30
215105,413,31
215114,699,30
215114,144,31
215132,1325,30
215132,314,31
215239,4836,30
215239,1615,31
215266,1346,30
215266,389,31
215275,1435,30
215275,466,31
215284,2706,30
215284,714,31
215293,18129,30
215293,3951,31
215309,269,30
215309,113,31
215336,38,30
215336,17,31
215381,368,30
215381,131,31
215390,139,30
215390,53,31
215415,1875,30
215415,663,31
215442,2710,30
215442,606,31
215530,41,30
215530,23,31
215585,945,30
215585,295,31
215594,123,30
215594,21,31
215637,428,30
215637,363,31
215646,225,30
215646,82,31
215655,3940,30
215655,880,31
215682,404,30
215682,123,31
215691,517,30
215691,158,31
215743,1540,30
215743,348,31
215770,4649,30
215770,1267,31
215798,1581,30
215798,391,31
215886,42,30
215886,32,31
215929,3658,30
215929,1002,31
215947,1482,30
215947,365,31
